Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches
Aron Estrada,BAL,DSL,17,174,0.16666667,0.13218391,1.26086957,0.36764706,0.48275862,0.56617647,1.04893509,0.19852941,6.248507043,0.4122807,-0.65245529,44.36490218,19.49180988,0.494189214,178.3650446,sa3018552,0.4122807,2.06896552,0.1682243,0.56074766,0.27102804,0.17241379,0.10344828,0.52252252,0.16216216,0.31531532,0.18811881,129,174,303
Jose Rodriguez,MIN,DSL,17,219,0.09589041,0.23744292,0.40384615,0.28947368,0.36073059,0.60526316,0.96599375,0.31578948,7.678593734,0.32307692,1.053217316,45.28661229,13.98082371,0.434906577,144.6589093,sa3018555,0.32307692,0.53968254,0.25954198,0.25954198,0.48091603,0.12698413,0.20634921,0.50735294,0.25735294,0.23529412,0.33333333,109,281,390
Alfredo Velasquez,BAL,DSL,17,181,0.0718232,0.06629834,1.08333333,0.29559748,0.37016575,0.40251572,0.77268147,0.10691824,8.738245413,0.31081081,1.337566496,29.17506688,3.301332938,0.378801447,112.759399,sa3018556,0.31081081,1.10714286,0.15107914,0.44604317,0.4028777,0.17857143,0.01785714,0.48591549,0.23239437,0.28169014,0.12863071,63,178,241
Jeral Perez,LAD,DSL,17,205,0.11707317,0.16585366,0.70588235,0.27840909,0.37073171,0.5,0.87073171,0.22159091,6.527602294,0.30147059,0.044631241,38.25948715,8.954981864,0.410106445,130.5583793,sa3018557,0.30147059,1.01960784,0.23703704,0.38518519,0.37777778,0.31372549,0.15686275,0.54929577,0.23943662,0.21126761,0.23398329,118,241,359
Marvin Alcantara,BOS,DSL,17,224,0.12946429,0.14732143,0.87878788,0.3015873,0.40625,0.3968254,0.8030754,0.0952381,6.269074027,0.35897436,1.866805143,40.29688235,8.276349739,0.401820045,125.8470084,sa3018558,0.35897436,1.25,0.20408163,0.44217687,0.3537415,0.19230769,0.01923077,0.49032258,0.23225806,0.27741935,0.19493671,144,251,395
Oswaldo Osorio,LAD,DSL,17,187,0.20855615,0.23529412,0.88636364,0.23913043,0.42780749,0.47101449,0.89882198,0.23188406,7.963861161,0.3,-1.285149132,38.96289896,12.23147219,0.436837732,145.7568999,sa3018560,0.3,1.05405405,0.19148936,0.41489362,0.39361702,0.24324324,0.16216216,0.54639175,0.18556701,0.26804124,0.25742574,175,229,404
Raylin Ramos,BAL,DSL,17,181,0.08287293,0.1160221,0.71428571,0.28846154,0.35911602,0.41025641,0.76937243,0.12179487,6.428146226,0.3115942,-0.883215229,28.1710369,2.297302959,0.371976392,108.8789,sa3018561,0.3115942,1.44444444,0.14728682,0.50387597,0.34883721,0.31111111,0.04444444,0.46969697,0.22727273,0.3030303,0.19852941,79,193,272
Jose Alpuria,ARI,DSL,17,165,0.11515152,0.31515152,0.36538462,0.17518248,0.31515152,0.24817518,0.5633267,0.0729927,7.884987514,0.27380952,-0.273520466,16.27371997,-7.312833066,0.301829575,68.99575341,sa3018562,0.27380952,2.15,0.18181818,0.55844156,0.25974026,0.15,0.05,0.4875,0.25,0.2625,0.42857143,95,234,329
Narciso Polanco,TBR,DSL,17,218,0.16513761,0.23853211,0.69230769,0.25142857,0.3853211,0.37714286,0.76246396,0.12571429,7.457484125,0.33870968,-0.263258732,35.68186048,4.519020708,0.381865139,114.5013123,sa3018564,0.33870968,1.5,0.25438596,0.44736842,0.29824561,0.02941176,0.05882353,0.38655462,0.20168067,0.41176471,0.26923077,176,266,442
Echedry Vargas,TEX,DSL,17,223,0.05829596,0.12107623,0.48148148,0.30102041,0.367713,0.51020408,0.87791708,0.20918367,8.709987102,0.32544379,0.119002174,41.77781307,9.900229272,0.410983468,131.0570253,sa3018565,0.32544379,0.75949367,0.15243902,0.36585366,0.48170732,0.30379747,0.05063291,0.57894737,0.1871345,0.23391813,0.2218845,77,252,329
Jose Contreras,TBR,DSL,17,211,0.11848341,0.30331754,0.390625,0.22905028,0.33175355,0.32402235,0.6557759,0.09497207,5.196797842,0.3362069,-0.859107456,25.75655938,-4.405638749,0.330670087,85.39350902,sa3018567,0.3362069,0.76923077,0.1559633,0.36697248,0.47706422,0.26923077,0.03846154,0.44642857,0.22321429,0.33035714,0.37889688,131,286,417
Jean Joseph,TOR,DSL,17,185,0.11891892,0.15135135,0.78571429,0.20382166,0.31521739,0.21656051,0.5317779,0.01273885,3.388066873,0.24615385,-1.788062619,15.82211341,-10.62341575,0.28570713,59.82906718,sa3018568,0.24615385,1.3255814,0.15966387,0.4789916,0.36134454,0.20930233,0,0.5203252,0.17886179,0.30081301,0.24516129,102,208,310
Maximo Maria,ATL,DSL,17,180,0.18888889,0.32222222,0.5862069,0.20143885,0.37988827,0.34532374,0.72521201,0.14388489,7.025142906,0.31168831,0.430501718,28.25688383,2.5260987,0.373627066,109.8174179,sa3018570,0.31168831,0.96774194,0.21794872,0.38461538,0.3974359,0.19354839,0.12903226,0.59036145,0.15662651,0.25301205,0.33576642,154,257,411
Jefferson Rojas,CHC,DSL,17,169,0.09467456,0.10650888,0.88888889,0.30344828,0.39053254,0.40689655,0.79742909,0.10344827,8.887684287,0.3359375,2.044631271,28.90055328,4.742205016,0.390884945,119.629674,sa3018571,0.3359375,1.73529412,0.23140496,0.48760331,0.28099174,0.41176471,0.02941176,0.47580645,0.23387097,0.29032258,0.19157088,83,178,261
John Cruz,NYY,DSL,16,224,0.21428571,0.27678571,0.77419355,0.22485207,0.41071429,0.3964497,0.80716399,0.17159763,7.231245961,0.32038835,-0.456606572,41.18675717,9.166224565,0.406707907,128.626084,sa3018573,0.32038835,0.41818182,0.26415094,0.21698113,0.51886792,0.25454545,0.09090909,0.54205607,0.21495327,0.24299065,0.29044834,224,289,513
Carlos Tirado,PIT,DSL,17,172,0.18023256,0.16860465,1.06896552,0.26515152,0.4244186,0.38636364,0.81078224,0.12121212,5.560059936,0.32038835,0.666521635,31.66005583,7.072861152,0.406954771,128.7664422,sa3018577,0.32038835,1,0.24,0.38,0.38,0.18421053,0.05263158,0.52380952,0.19047619,0.28571429,0.22530864,134,190,324
Franyerber Montilla,DET,DSL,17,216,0.17592593,0.28703704,0.61290323,0.21022727,0.35185185,0.35227273,0.70412458,0.14204546,7.127244758,0.30357143,-0.781410441,30.53387236,-0.343069801,0.354405918,98.88891264,sa3018580,0.30357143,1.20930233,0.12844037,0.47706422,0.39449541,0.18604651,0.06976744,0.39823009,0.25663717,0.34513274,0.34188034,171,297,468
Jose Fernandez,TOR,DSL,17,160,0.14375,0.2375,0.60526316,0.19230769,0.33333333,0.26923077,0.6025641,0.07692308,6.153380131,0.26086957,-0.164238312,17.96735497,-4.904454037,0.318645577,78.55677251,sa3018581,0.26086957,0.87878788,0.25301205,0.34939759,0.39759036,0.36363636,0.03030303,0.46590909,0.21590909,0.31818182,0.2852349,100,198,298
Alberto Hernandez,HOU,DSL,18,193,0.10362694,0.13989637,0.74074074,0.23493976,0.33160622,0.34939759,0.68100381,0.11445783,6.148995802,0.26086957,-1.698453463,24.82299386,-2.766125753,0.338726035,89.97385277,sa3018582,0.26086957,1.21276596,0.14754098,0.46721311,0.3852459,0.25531915,0.06382979,0.54545455,0.18939394,0.26515152,0.18892508,99,208,307
Lisandro Bonifacio,MIA,DSL,16,163,0.1595092,0.31288344,0.50980392,0.13740458,0.2962963,0.18320611,0.47950241,0.04580153,4.811025236,0.2125,-0.275737853,12.00755769,-11.29309773,0.27111617,51.53313276,sa3018583,0.2125,1.36,0.19178082,0.46575342,0.34246575,0.16,0.04,0.5974026,0.15584416,0.24675325,0.37393768,126,227,353
Toby Simmons,MIA,DSL,17,213,0.1314554,0.30985915,0.42424242,0.27222222,0.37558685,0.45,0.82558685,0.17777778,8.877164109,0.40178571,1.926763057,37.52723126,7.079135519,0.397252135,123.2498465,sa3018586,0.40178571,1.16216216,0.24528302,0.40566038,0.3490566,0.32432432,0.10810811,0.46428571,0.19642857,0.33928571,0.37268519,139,293,432
Ivan Sosa,KCR,DSL,17,203,0.07881773,0.25615764,0.30769231,0.18333333,0.25742574,0.27777778,0.53520352,0.09444445,5.264568859,0.24031008,-0.680172634,14.29730201,-14.72130566,0.267030421,49.26942799,sa3018588,0.24031008,0.640625,0.09482759,0.35344828,0.55172414,0.296875,0.03125,0.44715447,0.2601626,0.29268293,0.36182336,85,266,351
Josue De Paula,LAD,DSL,17,223,0.14349776,0.13901345,1.03225806,0.34946237,0.44843049,0.52150538,0.96993587,0.17204301,7.026018676,0.39473684,0.239654755,51.54321737,19.66563357,0.464862946,161.6911046,sa3018591,0.39473684,1.23529412,0.24,0.42,0.34,0.15686275,0.09803922,0.41830065,0.24836601,0.33333333,0.17662338,145,240,385
Miguel Tamares,TBR,DSL,17,225,0.22666667,0.22222222,1.02,0.20238095,0.40178571,0.32738095,0.72916666,0.125,9.238738739,0.26956522,1.511808318,36.69916625,4.53568484,0.381162774,114.1019711,sa3018592,0.26956522,1.425,0.11818182,0.51818182,0.36363636,0.175,0.075,0.44642857,0.33928571,0.21428571,0.25826446,227,257,484
Cherif Neymour,MIA,DSL,17,172,0.0755814,0.36627907,0.20634921,0.19607843,0.27906977,0.30065359,0.57972336,0.10457516,9.75,0.32967033,3.929522188,15.30361682,-9.28357786,0.289951411,62.24222413,sa3018596,0.32967033,1.73076923,0.1744186,0.52325581,0.30232558,0.15384615,0,0.5,0.23863636,0.26136364,0.48305085,75,279,354
Erbin Jaque,CHC,DSL,19,166,0.06024096,0.31927711,0.18867925,0.21276596,0.3313253,0.31205674,0.64338204,0.09929078,9.586027919,0.3255814,2.41941481,20.33411222,-3.39538962,0.331193797,85.69127307,sa3018597,0.3255814,2.36363636,0.10843373,0.62650602,0.26506024,0.04545455,0.09090909,0.56179775,0.19101124,0.24719101,0.43887147,72,247,319
Sandro Gaston,HOU,DSL,19,169,0.13017751,0.24260355,0.53658537,0.31914894,0.42011834,0.68794326,1.1080616,0.36879432,4.670983842,0.36666667,-1.383911328,43.5977353,19.43938704,0.497885342,180.4665403,sa3018598,0.36666667,0.54545455,0.2183908,0.27586207,0.50574713,0.20454545,0.27272727,0.51612903,0.23655914,0.24731183,0.30463576,101,201,302
Luis Torres,LAA,DSL,18,229,0.07423581,0.15283843,0.48571429,0.34482759,0.40611354,0.57142857,0.97754211,0.22660098,6.068957751,0.3803681,-0.869910903,51.18478818,18.44951154,0.455486069,156.3597239,sa3018600,0.3803681,1.54545455,0.26315789,0.44736842,0.28947368,0.25,0.18181818,0.5308642,0.2345679,0.2345679,0.23906706,92,251,343
Erick Alvarez,TEX,DSL,17,208,0.07211538,0.125,0.57692308,0.29411765,0.36538462,0.44385027,0.80923489,0.14973262,8.08244426,0.32484076,0.017480877,35.51077502,5.777423311,0.390535135,119.4433536,sa3018601,0.32484076,0.74647887,0.18421053,0.34868421,0.46710526,0.26760563,0.05633803,0.36645963,0.23602484,0.39751553,0.21981424,91,232,323
Guillermo Rodriguez,CHW,DSL,17,167,0.05389222,0.18562874,0.29032258,0.23717949,0.28742515,0.30769231,0.59511746,0.07051282,7.213884754,0.29032258,-0.587237397,15.53546058,-8.336990074,0.294937135,65.0769408,sa3018602,0.29032258,0.85714286,0.20175439,0.36842105,0.42982456,0.34693878,0.02040816,0.39669421,0.32231405,0.28099174,0.3003663,56,217,273
Daniel Castro,HOU,DSL,18,168,0.10714286,0.23214286,0.46153846,0.20567376,0.33333333,0.34751773,0.68085106,0.14184397,6.103401437,0.25510204,-1.4898674,22.15878828,-1.856611175,0.342762901,92.2690806,sa3018610,0.25510204,0.82051282,0.21111111,0.35555556,0.43333333,0.20512821,0.1025641,0.48421053,0.22105263,0.29473684,0.32404181,85,202,287
Juan Matheus,NYY,DSL,18,172,0.23837209,0.21511628,1.10810811,0.2519685,0.44186047,0.47244094,0.91430141,0.22047244,7.771832855,0.32183908,-0.491801283,37.18147888,12.5942842,0.446451451,151.2229409,sa3018611,0.32183908,0.34615385,0.20454545,0.20454545,0.59090909,0.30769231,0.07692308,0.46067416,0.30337079,0.23595506,0.23958333,184,200,384
Carlos Sanchez,MIA,DSL,17,174,0.10344828,0.18390805,0.5625,0.24503311,0.32183908,0.37086093,0.69270001,0.12582782,6.043459508,0.27731092,0.741717772,21.67369704,-3.199395257,0.33373677,87.13712304,sa3018613,0.27731092,1,0.16363636,0.41818182,0.41818182,0.17391304,0.08695652,0.47787611,0.23893805,0.28318584,0.27181208,92,206,298
Wady Mendez,TEX,DSL,17,192,0.09375,0.25,0.375,0.30177515,0.38020833,0.50887574,0.88908407,0.20710059,8.340985388,0.39830508,0.516784792,36.95201216,9.505841353,0.417275543,134.6344903,sa3018615,0.39830508,1.42857143,0.26724138,0.43103448,0.30172414,0.25714286,0.11428571,0.45833333,0.2,0.34166667,0.34530387,101,261,362
Raimel Medina,KCR,DSL,17,168,0.11309524,0.17857143,0.63333333,0.25174825,0.35714286,0.31468531,0.67182817,0.06293706,5.41375144,0.30973451,2.042413883,22.52343539,-1.491964071,0.345433456,93.78746927,sa3018617,0.30973451,1,0.18367347,0.40816327,0.40816327,0.225,0.025,0.34343434,0.29292929,0.36363636,0.27862595,78,184,262
Elian Cortorreal,ATL,DSL,17,184,0.24456522,0.20108696,1.21621622,0.18978102,0.38586957,0.27737226,0.66324183,0.08759124,6.237537563,0.24752475,0.6535008,26.44989549,0.147315133,0.357345179,100.5600786,sa3018618,0.24752475,1.3030303,0.21649485,0.44329897,0.34020619,0.3030303,0.03030303,0.59405941,0.1980198,0.20792079,0.21393035,188,214,402
Ryan Burrowes,CHW,DSL,17,196,0.12755102,0.17346939,0.73529412,0.26582278,0.39285714,0.39240506,0.7852622,0.12658228,7.933587573,0.31451613,2.470956437,33.70381802,5.685851988,0.392052651,120.293593,sa3018619,0.31451613,1.71428571,0.19491525,0.50847458,0.29661017,0.31428571,0.08571429,0.48,0.232,0.288,0.21971831,130,225,355
Julio Henriquez,MIA,DSL,17,192,0.11979167,0.1875,0.63888889,0.25490196,0.38541667,0.35947712,0.74489379,0.10457516,6.136221364,0.31666667,-0.655781371,30.36054257,2.914371768,0.37502391,110.6185004,sa3018622,0.31666667,1.19047619,0.17857143,0.44642857,0.375,0.21428571,0.02380952,0.36521739,0.22608696,0.40869565,0.27355623,106,223,329
Agustin Acosta,LAD,DSL,17,176,0.1875,0.24431818,0.76744186,0.23913043,0.40340909,0.38405797,0.78746706,0.14492754,7.694521495,0.31868132,-0.073236973,31.19862485,6.03963494,0.398581839,124.0058721,sa3018627,0.31868132,1.4516129,0.1827957,0.48387097,0.33333333,0.19354839,0.12903226,0.42708333,0.23958333,0.33333333,0.28266667,151,224,375
Jose Escobar,CHC,DSL,17,175,0.06857143,0.17142857,0.4,0.29487179,0.36,0.49358974,0.85358974,0.19871795,8.830860879,0.33870968,1.327588252,31.34053712,6.324496015,0.400825886,125.2817622,sa3018629,0.33870968,1.13953488,0.21367521,0.41880342,0.36752137,0.09302326,0.09302326,0.40833333,0.26666667,0.325,0.27037037,67,203,270
Antony Peguero,MIA,DSL,17,217,0.05990783,0.16129032,0.37142857,0.28571429,0.35483871,0.42346939,0.7783081,0.1377551,4.602003524,0.32692308,-1.581410453,34.82023424,3.800343271,0.377907817,112.2513109,sa3018630,0.32692308,0.68181818,0.22377622,0.31468531,0.46153846,0.21212121,0.07575758,0.46666667,0.3,0.23333333,0.29938272,71,253,324
Rabel Colon,HOU,DSL,18,196,0.11734694,0.27040816,0.43396226,0.2797619,0.37755102,0.42857143,0.80612245,0.14880953,9.032795348,0.4,2.032719129,33.70332617,5.685360133,0.392049564,120.2918375,sa3018631,0.4,1.17142857,0.24,0.41,0.35,0.34285714,0.02857143,0.54285714,0.21904762,0.23809524,0.35261708,111,252,363
Marco Vargas,MIA,DSL,17,221,0.15837104,0.14479638,1.09375,0.31868132,0.42081448,0.45604396,0.87685844,0.13736264,6.737375758,0.36842105,-0.16588872,44.05779778,12.46611159,0.42576287,139.460102,sa3018632,0.36842105,1.09615385,0.25342466,0.39041096,0.35616438,0.23076923,0.03846154,0.28378378,0.24324324,0.47297297,0.17948718,155,235,390
Andy Colon,HOU,DSL,18,163,0.09815951,0.52147239,0.18823529,0.12676056,0.2392638,0.19014085,0.42940465,0.06338029,7.294564825,0.30357143,0.71206653,6.866209846,-16.43444558,0.232307621,29.46788286,sa3018635,0.30357143,0.66666667,0.13461538,0.34615385,0.51923077,0.37037037,0.03703704,0.52727273,0.25454545,0.21818182,0.54933333,85,290,375
Karniel Pratt,HOU,DSL,17,179,0.18435754,0.33519553,0.55,0.20979021,0.36871508,0.27272727,0.64144235,0.06293706,5.039027307,0.35365854,-0.07545436,23.8072177,-1.78061862,0.344120827,93.04115206,sa3018636,0.35365854,1.125,0.27142857,0.38571429,0.34285714,0.33333333,0.04166667,0.46052632,0.22368421,0.31578947,0.35459184,148,244,392
Cristian Gonzalez,TEX,DSL,17,218,0.05963303,0.1559633,0.38235294,0.25888325,0.32110092,0.3857868,0.70688772,0.12690355,2.875318445,0.29192547,-1.373933084,28.76658276,-2.396257014,0.342835804,92.31053064,sa3018640,0.29192547,0.953125,0.19354839,0.39354839,0.41290323,0.265625,0.0625,0.5408805,0.20125786,0.25786164,0.25364431,88,255,343
Erick Torres,KCR,DSL,17,202,0.1039604,0.17326733,0.6,0.26589595,0.365,0.38150289,0.74650289,0.11560694,7.863245936,0.31851852,0.326763033,31.33240797,2.456749097,0.371324099,108.5080278,sa3018641,0.31851852,1.06382979,0.21138211,0.40650407,0.38211382,0.34042553,0.06382979,0.43307087,0.20472441,0.36220472,0.23780488,108,220,328
Jerson Florentino,LAA,DSL,17,174,0.1091954,0.14367816,0.76,0.20945946,0.31609195,0.27702703,0.59311898,0.06756757,8.315726173,0.248,1.452108628,17.88879622,-6.984296075,0.306973248,71.92027436,sa3018642,0.248,1.25641026,0.2,0.44545455,0.35454545,0.38461538,0,0.50862069,0.22413793,0.26724138,0.23928571,91,189,280
Byron Chourio,MIA,DSL,17,217,0.11520737,0.12442396,0.92592593,0.3442623,0.42857143,0.40983607,0.8384075,0.06557377,6.081738596,0.38993711,0.33480738,41.7461288,10.72623784,0.417177208,134.5785801,sa3018644,0.38993711,1.18867925,0.21621622,0.42567568,0.35810811,0.33962264,0.01886792,0.44230769,0.19230769,0.36538462,0.2109589,126,239,365
Jose Gerardo,MIA,DSL,17,218,0.15137615,0.30275229,0.5,0.28409091,0.41743119,0.55113636,0.96856755,0.26704545,7.946903677,0.39,3.166109071,48.72113257,17.5582928,0.455457862,156.3436867,sa3018645,0.39,0.97297297,0.27,0.36,0.37,0.24324324,0.2972973,0.69158879,0.18691589,0.12149533,0.36105033,166,291,457
Jose Monserrate,MIA,DSL,17,220,0.10454545,0.15909091,0.65714286,0.29189189,0.38636364,0.41081081,0.79717445,0.11891892,7.202319751,0.34210526,0.335632583,37.74470985,6.295972463,0.391571092,120.0197941,sa3018646,0.34210526,2,0.22222222,0.51851852,0.25925926,0.37142857,0.05714286,0.55555556,0.19444444,0.25,0.22131148,120,246,366
Jean Carlos Sio,SFG,DSL,18,179,0.1396648,0.12849162,1.08695652,0.2,0.32402235,0.28,0.60402235,0.08,6.984902938,0.22834646,1.220523486,19.11469428,-6.473142041,0.311866243,74.70226885,sa3018648,0.22834646,1.08163265,0.15,0.44166667,0.40833333,0.26530612,0.02040816,0.432,0.2,0.368,0.21035599,115,194,309
Andri Leon,DET,DSL,19,198,0.06060606,0.23232323,0.26086957,0.28323699,0.35353535,0.40462428,0.75815963,0.12138729,6.71350302,0.36434109,-1.788062619,30.22848016,1.924616511,0.368319718,106.7998367,sa3018916,0.36434109,0.96,0.17647059,0.40336134,0.42016807,0.24,0.04,0.56097561,0.19512195,0.24390244,0.35962145,65,252,317
Demetrio Nadal,MIL,DSL,17,176,0.125,0.16477273,0.75862069,0.23943662,0.375,0.31690141,0.69190141,0.07746479,9.312578707,0.28947368,1.94200128,25.55227598,0.393286075,0.359109482,101.563203,sa3018919,0.28947368,0.72,0.14851485,0.35643564,0.4950495,0.32,0.02,0.56880734,0.24770642,0.18348624,0.22222222,121,194,315
Erick Hernandez,CHW,DSL,17,165,0.1030303,0.22424242,0.45945946,0.22695035,0.33333333,0.29078014,0.62411347,0.06382979,5.482356009,0.3047619,-0.672411778,19.11897209,-4.46758095,0.323046129,81.05877979,sa3018921,0.3047619,1.37142857,0.18627451,0.47058824,0.34313725,0.34285714,0,0.40566038,0.23584906,0.35849057,0.31023102,87,216,303
Heison Sanchez,DET,DSL,17,179,0.1452514,0.25698324,0.56521739,0.23448276,0.37988827,0.36551724,0.74540551,0.13103448,6.282514512,0.32989691,-0.663542228,28.77307465,3.18523832,0.378254199,112.4482519,sa3018930,0.32989691,1.34482759,0.22727273,0.44318182,0.32954545,0.37931034,0.06896552,0.54444444,0.27777778,0.17777778,0.32743363,113,226,339
Cristofer Torin,ARI,DSL,17,202,0.18316832,0.0990099,1.85,0.33333333,0.46534653,0.43396226,0.89930879,0.10062893,8.12743532,0.37588652,1.23965477,44.16923073,15.29357186,0.449512836,152.9635425,sa3018938,0.37588652,0.94117647,0.23255814,0.37209302,0.39534884,0.21568627,0,0.48529412,0.25735294,0.25735294,0.13896458,170,197,367
Neifi Vasquez,TBR,DSL,18,166,0.04819277,0.25903614,0.18604651,0.17532468,0.23493976,0.21428571,0.44922547,0.03896103,7.321050495,0.24324324,1.037695603,6.907737816,-16.82176403,0.231678765,29.11033642,sa3018961,0.24324324,1.07692308,0.19,0.42,0.39,0.53846154,0,0.5,0.18269231,0.31730769,0.390681,51,228,279
Samuel Gil,DET,DSL,17,205,0.12195122,0.17560976,0.69444444,0.25988701,0.36097561,0.38983051,0.75080612,0.1299435,7.656327448,0.31654676,0.956130794,31.74156385,2.437058564,0.370986935,108.3163273,sa3018963,0.31654676,1.30232558,0.23846154,0.43076923,0.33076923,0.06976744,0.04651163,0.43065693,0.29927007,0.27007299,0.1972973,131,239,370
Germain Noriega,NYM,DSL,18,161,0.0931677,0.16149068,0.57692308,0.27659574,0.36024845,0.32624113,0.68648958,0.04964539,8.306745202,0.3362069,1.242413871,22.04938185,-0.965375962,0.348982618,95.80540465,sa3018968,0.3362069,3.33333333,0.10784314,0.68627451,0.20588235,0.19047619,0,0.39090909,0.16363636,0.44545455,0.27376426,75,188,263
Kendry Feliz,MIA,DSL,17,173,0.1849711,0.21965318,0.84210526,0.25373134,0.4127907,0.37313433,0.78592503,0.11940299,6.241561883,0.32978723,0.652392106,30.96092125,6.230777762,0.400673416,125.1950732,sa3018970,0.32978723,1.25,0.19101124,0.4494382,0.35955056,0.5625,0.09375,0.61052632,0.17894737,0.21052632,0.23753666,143,198,341
Ramon Ramirez,LAA,DSL,17,198,0.18686869,0.24242424,0.77083333,0.2721519,0.41414141,0.47468354,0.88882495,0.20253164,5.654511699,0.36448598,-2.073237002,40.12496815,11.82110451,0.429816719,141.7649854,sa3018971,0.36448598,1.3030303,0.20833333,0.44791667,0.34375,0.18181818,0.12121212,0.57575758,0.2020202,0.22222222,0.27659574,183,240,423
Alejandro Nunez,HOU,DSL,17,212,0.09433962,0.12264151,0.76923077,0.29281768,0.39336493,0.39226519,0.78563012,0.09944751,9.0825961,0.33333333,1.538958683,36.24988622,5.944739287,0.390861369,119.6162695,sa3018977,0.33333333,1.2826087,0.19230769,0.45384615,0.35384615,0.23913043,0.04347826,0.36956522,0.22463768,0.4057971,0.19578313,118,214,332
Erick Bautista,COL,DSL,17,197,0.14213198,0.35532995,0.4,0.24375,0.37948718,0.525,0.90448718,0.28125,7.584245258,0.3625,-0.573933072,39.11459581,10.95368097,0.424666288,138.8967512,sa3019103,0.3625,1.2,0.22352941,0.42352941,0.35294118,0.1,0.33333333,0.5483871,0.24731183,0.20430108,0.40646651,135,298,433
Reylin Perez,DET,DSL,17,188,0.20212766,0.28723404,0.7037037,0.30612245,0.45744681,0.59183673,1.04928354,0.28571428,7.492122028,0.44186047,-0.056890056,47.47695717,20.60258158,0.491194852,176.6625499,sa3019204,0.44186047,0.84848485,0.28235294,0.32941176,0.38823529,0.3030303,0.21212121,0.51724138,0.22988506,0.25287356,0.34328358,158,244,402
Yohander Linarez,BOS,DSL,17,180,0.06111111,0.20555556,0.2972973,0.26666667,0.31666667,0.36363636,0.68030303,0.09696969,5.021880241,0.33333333,-0.566455706,22.02953587,-3.70124926,0.331060496,85.61548262,sa3019212,0.33333333,1.35897436,0.22033898,0.44915254,0.33050847,0.15384615,0.02564103,0.44537815,0.25210084,0.30252101,0.32982456,64,221,285
Loidel Chapelli,CHW,DSL,20,183,0.14754098,0.12021858,1.22727273,0.34415584,0.44808743,0.63636364,1.08445107,0.2922078,8.036292567,0.36290323,0.540892565,47.3682212,21.20858965,0.498953277,181.0737323,sa3019400,0.36290323,0.98039216,0.18548387,0.40322581,0.41129032,0.11764706,0.15686275,0.4496124,0.24031008,0.31007752,0.16613419,121,192,313
Abdias De La Cruz,ARI,DSL,17,184,0.16847826,0.29347826,0.57407407,0.17880795,0.32065217,0.26490066,0.58555283,0.08609271,5.810859646,0.26041667,-1.484323931,19.19364778,-7.108932574,0.308823893,72.97248986,sa3019401,0.26041667,0.62790698,0.23076923,0.2967033,0.47252747,0.3255814,0.04651163,0.61052632,0.2,0.18947368,0.33160622,141,245,386
Isaac Paulino,PIT,DSL,17,183,0.12568306,0.28415301,0.44230769,0.20945946,0.33516484,0.28378378,0.61894862,0.07432432,6.211173022,0.3030303,-1.082106538,21.07622091,-5.083410637,0.322182463,80.56772846,sa3019403,0.3030303,0.85714286,0.17894737,0.37894737,0.44210526,0.16666667,0.02380952,0.42857143,0.24489796,0.32653061,0.33516484,115,249,364
Yasser Mercedes,MIN,DSL,17,176,0.10227273,0.19886364,0.51428571,0.35483871,0.42045455,0.55483871,0.97529326,0.2,9.259357848,0.43220339,3.516784837,39.16325643,14.00426652,0.45426079,155.6630714,sa3019557,0.43220339,1.1025641,0.26126126,0.38738739,0.35135135,0.25641026,0.1025641,0.48333333,0.23333333,0.28333333,0.26885246,91,214,305
Wilson Garcia,WSN,AA,28,500,0.058,0.172,0.3372093,0.28193833,0.33061224,0.49779736,0.8284096,0.21585903,0.989060025,0.30057803,-1.153296884,76.12925334,13.64939971,0.357520843,121.8460814,sa596287,0.30057803,1.03448276,0.19398907,0.40983607,0.39617486,0.26206897,0.16551724,0.46091644,0.21024259,0.32884097,0.12873703,518,1121,1639
C.J. Hinojosa,SDP,AAA,27,519,0.0867052,0.16570328,0.52325581,0.29067245,0.35907336,0.48156182,0.84063518,0.19088937,4.432934975,0.32231405,-0.022218214,81.11125984,5.193282613,0.360942126,106.8406493,sa658616,0.32231405,1.27777778,0.23670213,0.42819149,0.33510638,0.22222222,0.13492063,0.42519685,0.27034121,0.30446194,0.09014233,652,1245,1897
Zach Remillard,CHW,AAA,28,491,0.11608961,0.22199593,0.52293578,0.27990431,0.37295082,0.39952153,0.77247235,0.11961722,6.076643076,0.35409836,-0.558872439,71.0540749,6.894243448,0.351414939,110.7454201,sa659077,0.35409836,1.33333333,0.25961538,0.42307692,0.31730769,0.2020202,0.09090909,0.4511041,0.26498423,0.28391167,0.10851506,745,1181,1926
Cole Sturgeon,MIN,"AA,AAA",30,486,0.08436214,0.15226337,0.55405405,0.24827586,0.31752577,0.36551724,0.68304301,0.11724138,5.420712488,0.27808989,-1.019810332,52.56239196,-14.06498743,0.310804216,78.82639423,sa709546,0.27808989,1.21138211,0.24233983,0.41504178,0.34261838,0.18699187,0.07317073,0.43801653,0.22865014,0.33333333,0.08211474,671,1107,1778
