Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches
Jorbit Vivas,LAD,A+,21,570,0.11052632,0.10175439,1.0862069,0.26931106,0.37434095,0.40083507,0.77517602,0.13152401,4.54668296,0.2853717,-1.466808409,84.42505504,14.11360468,0.357746565,120.0729819,sa3005511,0.2853717,1.09375,0.20238095,0.41666667,0.38095238,0.1875,0.0625,0.47429907,0.25,0.27570093,0.07947686,809,1179,1988
Alexfri Planez,CLE,A+,20,371,0.04312668,0.23989218,0.17977528,0.25144509,0.28918919,0.47687861,0.7660678,0.22543352,4.545541009,0.28099174,0.426179903,48.55599818,2.79187873,0.336134289,106.1005844,sa3005515,0.28099174,1.09090909,0.19140625,0.421875,0.38671875,0.31313131,0.19191919,0.36153846,0.31538462,0.32307692,0.15269461,425,911,1336
Jorge Barrosa,ARI,"A+,AA",21,553,0.12115732,0.15370705,0.78823529,0.27848101,0.37226277,0.43881857,0.81108134,0.16033756,5.739519776,0.31481481,-1.737636776,86.79155931,9.274047165,0.367521208,112.0551703,sa3005524,0.31481481,1.125,0.18832891,0.42970822,0.38196286,0.15972222,0.09027778,0.45088161,0.23677582,0.31234257,0.06326353,889,1403,2292
Jesus Chirinos,MIL,A,20,480,0.14375,0.31666667,0.45394737,0.23703704,0.34375,0.35802469,0.70177469,0.12098765,2.751965917,0.34008097,-1.414743517,62.88460331,0.461259651,0.336843167,100.7389217,sa3005538,0.34008097,1.30952381,0.22709163,0.43824701,0.33466135,0.13095238,0.14285714,0.45703125,0.2421875,0.30078125,0.17696335,752,1158,1910
Luis Toribio,SFG,A+,21,437,0.11899314,0.35240275,0.33766234,0.20899471,0.30892449,0.42857143,0.73749592,0.21957672,2.313311705,0.2815534,-0.951868976,57.2420615,2.118895208,0.330022282,103.8439287,sa3005541,0.2815534,1.15555556,0.12612613,0.46846847,0.40540541,0.25555556,0.23333333,0.51801802,0.21171171,0.27027027,0.15265866,688,1061,1749
Rainer Nunez,TOR,"A,A+",21,500,0.048,0.218,0.22018349,0.30406852,0.34,0.48394004,0.82394004,0.17987152,1.973639455,0.35755814,-0.89915507,78.05343201,17.94665208,0.37202122,129.7000911,sa3005551,0.35755814,1.39473684,0.23314607,0.44662921,0.32022472,0.30701754,0.16666667,0.41551247,0.27423823,0.31024931,0.17676768,550,1232,1782
Eddys Leonard,LAD,A+,21,566,0.0795053,0.21024735,0.37815126,0.2641129,0.34805654,0.43548387,0.78354041,0.17137097,4.640307031,0.31693989,-2.128559185,83.13332704,13.31529036,0.356197364,119.0714191,sa3005554,0.31693989,1.05369128,0.18181818,0.4197861,0.39839572,0.2885906,0.10067114,0.5026178,0.19895288,0.29842932,0.13860887,698,1286,1984
Enrique Valdez,KCR,"A,A+",21,370,0.07567568,0.28108108,0.26923077,0.24096386,0.30352304,0.37349398,0.67701702,0.13253012,6.045223065,0.32300885,0.75388592,42.22253421,-5.533918466,0.315520595,88.059548,sa3005568,0.32300885,1.29268293,0.17180617,0.46696035,0.36123348,0.2195122,0.08536585,0.47863248,0.26923077,0.25213675,0.17979198,438,908,1346
Yunior Garcia,LAD,"A,A+",20,411,0.08029197,0.21167883,0.37931034,0.29155313,0.36341463,0.47956403,0.84297866,0.1880109,3.68200783,0.35074627,-0.173805175,71.21377606,11.35669153,0.382376912,117.0318854,sa3005570,0.35074627,1.56097561,0.23357664,0.46715328,0.29927007,0.20731707,0.15853659,0.5070922,0.22340426,0.26950355,0.16999312,482,971,1453
Jhonkensy Noel,CLE,"A+,AA,AAA",20,548,0.08941606,0.27372263,0.32666667,0.22886598,0.31021898,0.48865979,0.79887877,0.25979381,4.392697986,0.25732899,-0.173363579,77.66798197,9.492029506,0.347196762,114.0443691,sa3005579,0.25732899,0.82191781,0.19637462,0.36253776,0.44108761,0.17808219,0.21917808,0.50591716,0.26923077,0.22485207,0.16407011,717,1337,2054
Ceddanne Rafaela,BOS,"A+,AA",21,522,0.04980843,0.2164751,0.2300885,0.2993763,0.34165067,0.53846154,0.88011221,0.23908524,8.201079,0.34844193,1.706654167,88.66509531,22.57487845,0.380720649,133.8679008,sa3005581,0.34844193,0.9,0.21270718,0.37292818,0.41436464,0.18,0.14,0.43315508,0.2459893,0.32085561,0.15110178,613,1293,1906
Julio Carreras,COL,"A+,AA",22,518,0.06949807,0.24517375,0.28346457,0.28138528,0.34577603,0.45670996,0.80248599,0.17532468,6.265387511,0.36615385,0.432437489,79.8868913,14.62664532,0.359314866,122.361244,sa3005598,0.36615385,1.02325581,0.20909091,0.4,0.39090909,0.26356589,0.08527132,0.39358601,0.29737609,0.3090379,0.15818584,581,1227,1808
Danny Bautista,OAK,A,21,423,0.08037825,0.17021277,0.47222222,0.26430518,0.34615385,0.38147139,0.72762524,0.11716621,4.664325116,0.31506849,-2.789077737,58.03471605,-4.420132344,0.343007616,92.92267541,sa3005602,0.31506849,1.47,0.14532872,0.50865052,0.34602076,0.22,0.05,0.39473684,0.27960526,0.32565789,0.08928571,560,1008,1568
Alberto Rodriguez,SEA,A+,21,527,0.09487666,0.26185958,0.36231884,0.26059322,0.33586338,0.39618644,0.73204982,0.13559322,4.160488264,0.34769231,-1.938805752,70.75450217,4.278738698,0.334082556,106.4365394,sa3005603,0.34769231,1.23076923,0.20668693,0.43768997,0.3556231,0.1965812,0.08547009,0.38670695,0.28398792,0.32930514,0.1231454,782,1240,2022
J.P. Martinez,TEX,"AA,AAA",26,468,0.14316239,0.27564103,0.51937984,0.24303797,0.35974304,0.43291139,0.79265443,0.18987342,8.39510008,0.32270916,2.559453472,69.38904753,2.411422461,0.356711685,103.8839852,sa3005607,0.32270916,1.00990099,0.22519084,0.38931298,0.38549618,0.25742574,0.14851485,0.46616541,0.27067669,0.26315789,0.13149688,768,1156,1924
Felix Valerio,MIL,AA,21,480,0.1,0.16666667,0.6,0.22781775,0.3125,0.35731415,0.66981415,0.1294964,6.377181399,0.24924925,0.888292709,48.58439816,-14.07456504,0.305412691,77.53782647,sa3005613,0.24924925,0.87919463,0.1641791,0.39104478,0.44477612,0.30872483,0.08053691,0.48695652,0.21449275,0.29855072,0.08426966,723,1235,1958
Andy Pages,LAD,AA,21,571,0.10858144,0.24518389,0.44285714,0.23613963,0.33625219,0.46817248,0.80442467,0.23203285,4.213944324,0.27134146,-1.134117035,82.51781783,1.801377079,0.353902152,102.231735,sa3005625,0.27134146,0.56,0.21325648,0.28242075,0.50432277,0.26285714,0.14857143,0.45868946,0.22792023,0.31339031,0.11890505,894,1444,2338
Stanley Consuegra,NYM,"A,A+",21,536,0.08208955,0.25932836,0.31654676,0.24532225,0.31716418,0.40748441,0.72464859,0.16216216,5.961145745,0.31626506,-2.699462311,67.50373729,1.375203651,0.333382028,102.6072687,sa3005628,0.31626506,0.93023256,0.24773414,0.36253776,0.3897281,0.37209302,0.10077519,0.52023121,0.24566474,0.23410405,0.17408907,696,1280,1976
Heriberto Hernandez,TBR,A+,22,494,0.13562753,0.31376518,0.43225806,0.25536993,0.36842105,0.49880668,0.86722773,0.24343675,4.037003407,0.34583333,-0.695448919,86.41918075,22.65340432,0.389251039,135.5259602,sa3005630,0.34583333,0.9380531,0.14453125,0.4140625,0.44140625,0.30088496,0.21238938,0.54716981,0.28679245,0.16603774,0.15275744,818,1231,2049
Dalvy Rosario,MIA,"A+,AAA",21,492,0.05487805,0.25,0.2195122,0.25669643,0.30408163,0.38616071,0.69024234,0.12946428,8.003388493,0.32716049,2.031242342,54.79763964,-6.075202155,0.311384973,89.82544626,sa3005712,0.32716049,0.88111888,0.17987805,0.38414634,0.43597561,0.28671329,0.06293706,0.38507463,0.27164179,0.34328358,0.14908257,559,1185,1744
Ynmanol Marinez,MIA,"A+,AAA",21,467,0.05995717,0.25053533,0.23931624,0.25986079,0.31263383,0.37819026,0.69082409,0.11832947,4.623185805,0.33333333,-0.798684625,53.53029322,-4.126983037,0.315664755,92.79029531,sa3005716,0.33333333,1.38679245,0.18122977,0.47572816,0.34304207,0.16037736,0.09433962,0.39556962,0.24367089,0.36075949,0.16106605,615,1111,1726
Brandon Valenzuela,SDP,A+,21,413,0.15254237,0.23002421,0.66315789,0.20869565,0.33414044,0.34782609,0.68196653,0.13913044,2.417080799,0.25619835,-1.342485012,48.83748733,-2.107475825,0.320299318,95.86323025,sa3005729,0.25619835,0.82882883,0.18145161,0.37096774,0.44758065,0.27027027,0.09009009,0.47222222,0.20634921,0.32142857,0.10469314,691,971,1662
Junior Perez,OAK,A,20,482,0.14522822,0.30705394,0.47297297,0.24874372,0.3625,0.42462312,0.78712312,0.1758794,6.823758143,0.34710744,2.015618082,75.16959611,4.003551369,0.364307382,105.6256483,sa3005744,0.34710744,0.96363636,0.12903226,0.42741935,0.44354839,0.27272727,0.13636364,0.52123552,0.3011583,0.17760618,0.13982837,812,1169,1981
Herard Gonzalez,KCR,A+,21,483,0.13457557,0.23602484,0.57017544,0.23832924,0.34309623,0.36117936,0.70427559,0.12285012,6.400324557,0.30555556,-1.795465162,59.88977587,0.310073196,0.327503004,100.5204343,sa3005750,0.30555556,1.2815534,0.19795222,0.45051195,0.35153584,0.24271845,0.08737864,0.46511628,0.25249169,0.28239203,0.10990712,789,1149,1938
Diego Hernandez,KCR,"A+,AA",21,512,0.07617188,0.1953125,0.39,0.28414097,0.34722222,0.40748899,0.75471121,0.12334802,7.482718658,0.34383954,1.471179315,70.17849281,4.482642809,0.344519923,107.4033753,sa3005759,0.34383954,2.06315789,0.18028169,0.55211268,0.26760563,0.2,0.09473684,0.42582418,0.23351648,0.34065934,0.13764511,581,1228,1809
Viandel Pena,WSN,"A,A+",21,463,0.12958963,0.27213823,0.47619048,0.22900763,0.32894737,0.3562341,0.68518147,0.12722647,8.566666705,0.31818182,2.368621935,56.4659754,-3.639080898,0.325365067,93.92307262,sa3005775,0.31818182,0.84684685,0.22053232,0.35741445,0.42205323,0.22522523,0.05405405,0.53846154,0.28205128,0.17948718,0.15153203,643,1152,1795
Alexander Ovalles,TBR,"A+,AA,AAA",21,416,0.11778846,0.21394231,0.5505618,0.25770308,0.35421687,0.44537815,0.79959502,0.18767507,5.875451078,0.30350195,-1.118858667,63.35510853,9.586655457,0.362491673,117.9604248,sa3005781,0.30350195,1.64634146,0.18421053,0.5075188,0.30827068,0.17073171,0.17073171,0.41911765,0.24632353,0.33455882,0.1059641,697,1030,1727
Johan Rojas,PHI,"A+,AA",21,556,0.07553957,0.17805755,0.42424242,0.244,0.30909091,0.354,0.66309091,0.11,9.268271098,0.29040404,9.236283029,58.66957378,-12.01130051,0.302528184,83.26067968,sa3005784,0.29040404,1.44852941,0.15909091,0.49747475,0.34343434,0.28676471,0.05147059,0.42821782,0.25,0.32178218,0.09024517,657,1260,1917
Jose Rodriguez,CHW,AA,21,484,0.0785124,0.13636364,0.57575758,0.27954545,0.34024896,0.42954545,0.76979441,0.15,8.130275436,0.30769231,2.396658706,64.94885004,1.767728813,0.344486275,102.797875,sa3005788,0.30769231,1.64912281,0.16804408,0.51790634,0.31404959,0.3245614,0.09649123,0.3844086,0.19623656,0.41935484,0.10238908,635,1123,1758
Brayan Rocchio,CLE,"AA,AAA",21,584,0.09246575,0.17465753,0.52941176,0.25686275,0.33562823,0.41960784,0.75523607,0.16274509,4.598066707,0.28463476,-2.203359967,77.77503745,3.930337229,0.335508861,105.6159412,sa3005898,0.28463476,1.22516556,0.18446602,0.44902913,0.36650485,0.15231788,0.1192053,0.46282974,0.24460432,0.29256595,0.10980569,815,1398,2213
Ricardo Toro,HOU,CPX,21,160,0.0875,0.14375,0.60869565,0.24626866,0.35625,0.39552239,0.75177239,0.14925373,4.317676714,0.25925926,0.055491665,24.30365005,3.06086698,0.36621967,114.4089735,sa3005904,0.25925926,1.25,0.22857143,0.42857143,0.34285714,0.33333333,0.13888889,0.55652174,0.20869565,0.23478261,0.24137931,76,185,261
Jose Reina,DET,CPX,21,155,0.09677419,0.26451613,0.36585366,0.25185185,0.33766234,0.35555556,0.6932179,0.10370371,5.551460323,0.35106383,0.59928939,20.36930169,-0.209644407,0.340018555,98.98126752,sa3005911,0.35106383,0.93939394,0.24705882,0.36470588,0.38823529,0.24242424,0.03030303,0.59090909,0.20454545,0.20454545,0.2962963,89,235,324
Guillermo Quintana,KCR,A,21,483,0.11801242,0.1573499,0.75,0.23980815,0.33126294,0.34772182,0.67898476,0.10791367,4.422184181,0.27138643,0.050025682,58.92348044,-3.890009115,0.325502341,93.80704823,sa3005916,0.27138643,0.85616438,0.19822485,0.36982249,0.43195266,0.2739726,0.05479452,0.43804035,0.23919308,0.32276657,0.09028147,749,1134,1883
Anthony Garcia,NYY,A,21,384,0.21614583,0.40625,0.53205128,0.19463087,0.37239583,0.36912752,0.74152335,0.17449665,5.878210195,0.34108527,1.367942114,54.98634351,9.511799943,0.358793978,120.9167574,sa3005924,0.34108527,0.94736842,0.21276596,0.38297872,0.40425532,0.1754386,0.24561404,0.45774648,0.24647887,0.29577465,0.16686047,785,935,1720
Oneill Manzueta,TBR,A,21,451,0.13968958,0.31929047,0.4375,0.24155844,0.35254989,0.37922078,0.73177067,0.13766234,5.678085622,0.36206897,-1.151305608,63.87876194,5.226828627,0.350214008,108.911605,sa3005942,0.36206897,2.41071429,0.18723404,0.57446809,0.23829787,0.25,0.16071429,0.43568465,0.24896266,0.3153527,0.17313097,706,1073,1779
Jean Pena,SFG,CPX,21,154,0.16233766,0.35714286,0.45454545,0.15873016,0.2987013,0.27777778,0.57647908,0.11904762,4.09523808,0.24285714,-0.14782562,14.53862641,-6.460141923,0.287859351,69.23561505,sa3006192,0.24285714,1.06666667,0.11428571,0.45714286,0.42857143,0.1,0.1,0.46575342,0.35616438,0.17808219,0.36363636,117,246,363
Brandol Mezquita,ATL,"A,A+",20,454,0.10352423,0.27312775,0.37903226,0.26804124,0.35682819,0.35309278,0.70992097,0.08505154,6.611952211,0.37546468,-1.444214437,60.71073413,1.732550409,0.340438385,102.8728458,sa3006201,0.37546468,1.7260274,0.23166023,0.48648649,0.28185328,0.26027397,0.04109589,0.37591241,0.22992701,0.39416058,0.16676419,630,1079,1709
Ryan Fitzgerald,BOS,AAA,28,520,0.09423077,0.25961538,0.36296296,0.21902655,0.3044316,0.40044248,0.70487408,0.18141593,4.663960717,0.26860841,-1.939600661,58.12857795,-9.820734381,0.312552668,85.54697017,sa3006218,0.26860841,0.87313433,0.22291022,0.3622291,0.41486068,0.29104478,0.11940299,0.50306748,0.1993865,0.29754601,0.13552566,734,1273,2007
Osleivis Basabe,TBR,"A+,AA",21,495,0.08080808,0.11919192,0.6779661,0.32432432,0.38539554,0.46171171,0.84710725,0.13738739,7.019392494,0.36458333,0.8154109,83.06820373,18.795469,0.38247596,129.2374472,sa3006594,0.36458333,1.99065421,0.16230366,0.55759162,0.28010471,0.22429907,0.03738318,0.36923077,0.24871795,0.38205128,0.06894587,620,1135,1755
Bladimir Restituyo,COL,A+,20,423,0.02600473,0.20567376,0.12643678,0.28030303,0.30120482,0.40656566,0.70777048,0.12626263,7.311231909,0.33660131,-0.976205528,50.2651768,-3.092029932,0.314926865,94.20503785,sa3006621,0.33660131,1.3853211,0.13043478,0.50501672,0.36454849,0.34862385,0.0733945,0.48447205,0.23291925,0.2826087,0.16329588,346,989,1335
Robert Neustrom,BAL,AAA,25,409,0.07090465,0.16870416,0.42028986,0.23097826,0.29656863,0.4076087,0.70417733,0.17663044,4.975837743,0.24305556,1.2226621,45.0959106,-8.348836985,0.310750695,84.3785641,sa3006667,0.24305556,0.93023256,0.17275748,0.3986711,0.42857143,0.31782946,0.11627907,0.44299674,0.22149837,0.33550489,0.09412508,557,1026,1583
Coco Montes,COL,"AA,AAA",25,539,0.11131725,0.26716141,0.41666667,0.27078891,0.36178108,0.47547974,0.83726082,0.20469083,6.831569064,0.3485342,1.791924502,85.59563298,8.031169823,0.363277981,110.1153658,sa3006715,0.3485342,0.77372263,0.25460123,0.32515337,0.4202454,0.15328467,0.1459854,0.43730887,0.2293578,0.33333333,0.13386194,802,1342,2144
David Fry,CLE,AAA,26,479,0.08141962,0.19206681,0.42391304,0.25592417,0.32914046,0.45023697,0.77937743,0.1943128,4.033077868,0.28526646,-0.445645525,65.57204066,2.980270262,0.342186156,104.7614411,sa3006787,0.28526646,1.1015625,0.18484848,0.42727273,0.38787879,0.2890625,0.1328125,0.52662722,0.22781065,0.24556213,0.12305026,607,1124,1731
Brandon Lockridge,NYY,AA,25,464,0.07758621,0.26939655,0.288,0.22966507,0.29956897,0.37799043,0.6775594,0.14832536,6.072016631,0.29078014,1.158598162,49.68242525,-8.298878919,0.302651842,85.68697438,sa3006856,0.29078014,1.0862069,0.16551724,0.43448276,0.4,0.19827586,0.12068966,0.45454545,0.27946128,0.26599327,0.16656822,578,1115,1693
Cobie Fletcher-Vance,MIA,AA,24,436,0.06422018,0.15366972,0.41791045,0.24303797,0.30045872,0.32405063,0.62450935,0.08101266,2.120638007,0.27878788,-1.842726829,37.57998225,-19.33524266,0.287608673,66.02799569,sa3006860,0.27878788,1.00763359,0.18322981,0.40993789,0.4068323,0.16030534,0.03053435,0.4024024,0.27327327,0.32432432,0.1162492,538,1019,1557
Kendall Simmons,PHI,"A,A+",22,379,0.08443272,0.2585752,0.32653061,0.21856287,0.30319149,0.38023952,0.68343101,0.16167665,5.932763268,0.27111111,0.379762086,43.47493661,-2.174810963,0.319545655,94.75610095,sa3006867,0.27111111,0.82828283,0.20264317,0.36123348,0.43612335,0.3030303,0.12121212,0.49159664,0.22268908,0.28571429,0.11986301,562,898,1460
Devin Mann,LAD,"AA,AAA",25,451,0.14190687,0.19068736,0.74418605,0.264,0.38,0.464,0.844,0.2,3.7286818,0.30072464,-1.543690766,75.18263694,10.66222215,0.37679583,116.6161353,sa3006869,0.30072464,0.86324786,0.23508772,0.35438596,0.41052632,0.20512821,0.13675214,0.46875,0.27083333,0.26041667,0.07294502,789,1048,1837
George Valera,CLE,"AA,AAA",21,566,0.13074205,0.25618375,0.51034483,0.25,0.35335689,0.46280992,0.81616681,0.21280992,3.732290358,0.30503145,-2.353757442,86.5890118,14.83936104,0.359454885,120.9303129,sa3006872,0.30503145,1.12698413,0.19760479,0.4251497,0.37724551,0.25396825,0.19047619,0.44281525,0.25513196,0.30205279,0.13056769,943,1347,2290
Trey Harris,WSN,AA,26,373,0.06970509,0.20911528,0.33333333,0.24096386,0.31989247,0.32831325,0.64820572,0.08734939,4.258530627,0.3,-1.609086143,37.83706859,-10.00045809,0.301489316,79.00489997,sa3006876,0.3,1.81690141,0.20318725,0.51394422,0.28286853,0.30985915,0.07042254,0.38188976,0.22834646,0.38976378,0.12935323,482,925,1407
Ronny Mauricio,NYM,AA,21,541,0.04436229,0.2310536,0.192,0.25933202,0.29574861,0.47151277,0.76726138,0.21218075,5.299971364,0.29281768,-1.493048362,70.64500868,3.041807055,0.33119858,104.4995015,sa3006887,0.29281768,1.13605442,0.17585302,0.43832021,0.38582677,0.23129252,0.17687075,0.45897436,0.25897436,0.28205128,0.14885892,638,1290,1928
Luis Verdugo,CHC,A+,21,422,0.10900474,0.16587678,0.65714286,0.26902174,0.35154394,0.38858696,0.7401309,0.11956522,2.889874187,0.31649832,-1.874590036,56.88016893,4.825024976,0.341035243,109.2690647,sa3006888,0.31649832,1.04237288,0.18027211,0.41836735,0.40136054,0.23728814,0.04237288,0.41176471,0.26797386,0.32026144,0.0877193,643,1010,1653
D'Shawn Knowles,LAA,"A,A+",21,530,0.10566038,0.26226415,0.4028777,0.26200873,0.3467433,0.33406114,0.68080444,0.07205241,6.42508308,0.36875,0.303436846,66.02906948,-4.373839367,0.3219054,91.64275773,sa3006889,0.36875,2.225,0.17571885,0.5686901,0.25559105,0.2,0.025,0.45757576,0.20909091,0.33333333,0.12998102,768,1340,2108
Anthony Seigler,NYY,"A,A+",23,417,0.21822542,0.19664269,1.1097561,0.23566879,0.40527578,0.36942675,0.77470253,0.13375796,4.219527498,0.28755365,-1.003389695,65.78601503,13.03581866,0.371117105,125.285308,sa3006894,0.28755365,0.81318681,0.30084746,0.31355932,0.38559322,0.10989011,0.07692308,0.44583333,0.26666667,0.2875,0.06643952,817,944,1761
Leandro Emiliani,WSN,"A,A+",22,380,0.09210526,0.25789474,0.35714286,0.22848665,0.31052632,0.41543027,0.72595659,0.18694362,3.784047015,0.28070175,-0.612410803,49.06034474,-0.23324901,0.334084295,99.51617569,sa3006897,0.28070175,1.17977528,0.17446809,0.44680851,0.3787234,0.25842697,0.14606742,0.39419087,0.21576763,0.39004149,0.13293253,562,935,1497
Carlos De La Cruz,PHI,"A+,AA",22,403,0.06699752,0.29776675,0.225,0.27123288,0.3325062,0.48219178,0.81469798,0.2109589,4.767963837,0.35497835,-0.385223798,61.24442826,9.89255059,0.359560932,119.26241,sa3006903,0.35497835,1.34117647,0.17427386,0.47302905,0.3526971,0.23529412,0.2,0.49186992,0.2601626,0.24796748,0.17540323,526,962,1488
Jonathan Ornelas,TEX,AA,22,580,0.07758621,0.20862069,0.37190083,0.29904762,0.35986159,0.4247619,0.78462349,0.12571428,4.848700219,0.36479592,-1.248698309,83.44379288,1.455114003,0.35317011,101.7747743,sa3006909,0.36479592,1.8627451,0.26075949,0.48101266,0.25822785,0.25490196,0.1372549,0.39608802,0.2591687,0.34474328,0.10999544,817,1374,2191
Addison Barger,TOR,"A+,AA,AAA",22,526,0.09125475,0.24904943,0.36641221,0.30835118,0.378327,0.55460385,0.93293085,0.24625267,4.463435582,0.37579618,-1.551954623,100.6495615,34.37048549,0.404922452,151.7405717,sa3006910,0.37579618,0.89208633,0.2172619,0.36904762,0.41369048,0.28057554,0.18705036,0.49107143,0.20535714,0.30357143,0.12615684,750,1303,2053
CJ Alexander,KCR,AA,25,490,0.05306122,0.22653061,0.23423423,0.26373626,0.30204082,0.47692308,0.7789639,0.21318682,6.241747567,0.29141104,1.13714854,62.7519079,-3.387327552,0.336217731,94.81534973,sa3006912,0.29141104,0.69565217,0.20175439,0.32748538,0.47076023,0.2484472,0.1552795,0.45689655,0.24137931,0.30172414,0.1318328,621,1245,1866
Chase Calabuig,OAK,AA,26,434,0.10829493,0.12903226,0.83928571,0.31315789,0.39400922,0.43684211,0.83085133,0.12368422,3.721515783,0.353125,-0.770180326,72.70753578,11.35738642,0.379983467,118.5124022,sa3006927,0.353125,1.96341463,0.23824451,0.50470219,0.25705329,0.1097561,0.07317073,0.38390093,0.22600619,0.39009288,0.06113537,652,951,1603
Daniel Schneemann,CLE,"AA,AAA",25,444,0.10585586,0.22747748,0.46534653,0.20155039,0.28344671,0.28682171,0.57026842,0.08527132,6.560370022,0.25087108,1.557560909,33.00609911,-22.52170729,0.263068382,59.53764058,sa3006936,0.25087108,1.31313131,0.19366197,0.45774648,0.34859155,0.23232323,0.06060606,0.45608108,0.17905405,0.36486486,0.10172414,653,1087,1740
Drew Avans,LAD,AAA,26,504,0.12103175,0.25595238,0.47286822,0.28240741,0.37924152,0.42592593,0.80516745,0.14351852,9.004358158,0.38720539,3.705822366,78.41015042,4.686334381,0.360177421,106.3566085,sa3006937,0.38720539,1.75609756,0.24414716,0.48160535,0.27424749,0.23170732,0.08536585,0.3713355,0.28013029,0.3485342,0.10541586,802,1266,2068
Josh Stowers,TEX,AA,25,419,0.11694511,0.28162291,0.41525424,0.22191011,0.33093525,0.37359551,0.70453076,0.1516854,6.839436389,0.3,1.24102575,50.00069515,-9.229057346,0.325365223,84.41820714,sa3007010,0.3,0.67272727,0.21030043,0.31759657,0.472103,0.30909091,0.09090909,0.39834025,0.29460581,0.30705394,0.14860864,702,987,1689
Jarryd Dale,SDP,"A+,AAA",21,552,0.14311594,0.24818841,0.57664234,0.1991342,0.31818182,0.27922078,0.5974026,0.08008658,5.830340258,0.26993865,1.180367209,51.4359801,-17.41160037,0.289067918,74.8088332,sa3007022,0.26993865,1.05072464,0.13190184,0.44478528,0.42331288,0.1884058,0.02898551,0.42215569,0.2245509,0.35329341,0.11878453,838,1334,2172
Chris Williams,MIN,"AA,AAA",25,495,0.12727273,0.29090909,0.4375,0.2464455,0.34279919,0.5,0.84279919,0.2535545,2.603136931,0.296875,-1.394517949,77.7379483,9.656634169,0.366621346,113.3988345,sa3007028,0.296875,0.63703704,0.21071429,0.30714286,0.48214286,0.26666667,0.20740741,0.51245552,0.25622776,0.23131673,0.1404878,795,1255,2050
Davis Bradshaw,MIA,"A+,AA",24,375,0.07733333,0.14933333,0.51785714,0.30395137,0.37398374,0.37386018,0.74784392,0.06990881,5.389888283,0.36131387,-0.969947249,52.0854964,5.10216868,0.347136572,110.8720523,sa3007031,0.36131387,2.23188406,0.18014706,0.56617647,0.25367647,0.20289855,0.01449275,0.37857143,0.21428571,0.40714286,0.09217264,485,882,1367
Everson Pereira,NYY,"A+,AA",21,448,0.09598214,0.27678571,0.34677419,0.27680798,0.35044643,0.46882793,0.81927436,0.19201995,7.910028948,0.36742424,0.207238861,69.86567888,12.54446618,0.364905394,121.9402457,sa3007034,0.36742424,1.64634146,0.20220588,0.49632353,0.30147059,0.19512195,0.17073171,0.46236559,0.25806452,0.27956989,0.1688166,671,1112,1783
Grant Witherspoon,TBR,"AA,AAA",25,471,0.0955414,0.23779193,0.40178571,0.26555024,0.34255319,0.46650718,0.80906037,0.20095694,5.983997022,0.32302405,-0.644378489,69.1052504,7.586758327,0.356324316,112.3349875,sa3007047,0.32302405,1.58163265,0.15946844,0.51495017,0.3255814,0.08163265,0.17346939,0.44660194,0.24919094,0.30420712,0.12388393,681,1111,1792
Andrew Moritz,ATL,"A+,AA",25,370,0.11891892,0.19189189,0.61971831,0.28301887,0.37127371,0.36163522,0.73290893,0.07861635,4.818812673,0.35341365,-0.452319976,48.82973991,0.569515105,0.341697823,101.2261584,sa3007054,0.35341365,1.79710145,0.2122449,0.50612245,0.28163265,0.17391304,0.02898551,0.38888889,0.21428571,0.3968254,0.07296137,618,1013,1631
Jordan Qsar,TBR,"AA,AAA",26,411,0.10705596,0.38199513,0.28025478,0.22714681,0.32116788,0.45152355,0.77269143,0.22437674,7.129698106,0.34759358,-0.354525517,54.16896921,0.505065171,0.340388143,100.9495526,sa3007078,0.34759358,0.8,0.1980198,0.35643564,0.44554455,0.17777778,0.18888889,0.44607843,0.28431373,0.26960784,0.1537123,674,1050,1724
Raynel Delgado,CLE,"A+,AA",22,391,0.11764706,0.19181586,0.61333333,0.24085366,0.34883721,0.34756098,0.69639819,0.10670732,6.142075682,0.29482072,-1.523544112,47.79940071,-0.830145993,0.322776,98.36848396,sa3007288,0.29482072,1.34482759,0.19367589,0.46245059,0.34387352,0.20689655,0.05747126,0.45,0.23076923,0.31923077,0.09103261,577,895,1472
Yorlis Rodriguez,SFG,A,22,459,0.03921569,0.19825708,0.1978022,0.2575406,0.29102845,0.42459397,0.71562242,0.16705337,4.700675207,0.28963415,0.303725213,53.52348295,-14.24667169,0.319625747,78.97795606,sa3007299,0.28963415,0.67272727,0.1686747,0.33433735,0.49698795,0.30909091,0.0969697,0.52890173,0.21387283,0.25722543,0.15929779,449,1089,1538
DaShawn Keirsey Jr.,MIN,AA,25,468,0.06837607,0.23076923,0.2962963,0.27058824,0.32905983,0.39529412,0.72435395,0.12470588,7.479487009,0.34394904,4.169618603,56.96814618,-9.188236087,0.328077587,86.11133836,sa3007301,0.34394904,2.06666667,0.26984127,0.49206349,0.23809524,0.16,0.09333333,0.41486068,0.19195046,0.39318885,0.14060677,592,1122,1714
