Name,Team,Level,PA,BB%,K%,AVG,OBP,SLG,ISO,BABIP,wRC,wRAA,wOBA,wRC+,LD%,GB%,FB%,IFFB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,Pitches/PA
Jose Reina,DET,CPX,155,0.09677419,0.26451613,0.25185185,0.33766234,0.35555556,0.10370371,0.35106383,20.36930169,-0.209644407,0.340018555,98.98126752,0.24705882,0.36470588,0.38823529,0.24242424,0.59090909,0.20454545,0.20454545,0.2962963,324,2.090322581
Guillermo Quintana,KCR,A,483,0.11801242,0.1573499,0.23980815,0.33126294,0.34772182,0.10791367,0.27138643,58.92348044,-3.890009115,0.325502341,93.80704823,0.19822485,0.36982249,0.43195266,0.2739726,0.43804035,0.23919308,0.32276657,0.09028147,1883,3.898550725
Anthony Garcia,NYY,A,384,0.21614583,0.40625,0.19463087,0.37239583,0.36912752,0.17449665,0.34108527,54.98634351,9.511799943,0.358793978,120.9167574,0.21276596,0.38297872,0.40425532,0.1754386,0.45774648,0.24647887,0.29577465,0.16686047,1720,4.479166667
Oneill Manzueta,TBR,A,451,0.13968958,0.31929047,0.24155844,0.35254989,0.37922078,0.13766234,0.36206897,63.87876194,5.226828627,0.350214008,108.911605,0.18723404,0.57446809,0.23829787,0.25,0.43568465,0.24896266,0.3153527,0.17313097,1779,3.944567627
Jean Pena,SFG,CPX,154,0.16233766,0.35714286,0.15873016,0.2987013,0.27777778,0.11904762,0.24285714,14.53862641,-6.460141923,0.287859351,69.23561505,0.11428571,0.45714286,0.42857143,0.1,0.46575342,0.35616438,0.17808219,0.36363636,363,2.357142857
Brandol Mezquita,ATL,"A,A+",454,0.10352423,0.27312775,0.26804124,0.35682819,0.35309278,0.08505154,0.37546468,60.71073413,1.732550409,0.340438385,102.8728458,0.23166023,0.48648649,0.28185328,0.26027397,0.37591241,0.22992701,0.39416058,0.16676419,1709,3.764317181
Ryan Fitzgerald,BOS,AAA,520,0.09423077,0.25961538,0.21902655,0.3044316,0.40044248,0.18141593,0.26860841,58.12857795,-9.820734381,0.312552668,85.54697017,0.22291022,0.3622291,0.41486068,0.29104478,0.50306748,0.1993865,0.29754601,0.13552566,2007,3.859615385
Osleivis Basabe,TBR,"A+,AA",495,0.08080808,0.11919192,0.32432432,0.38539554,0.46171171,0.13738739,0.36458333,83.06820373,18.795469,0.38247596,129.2374472,0.16230366,0.55759162,0.28010471,0.22429907,0.36923077,0.24871795,0.38205128,0.06894587,1755,3.545454545
Bladimir Restituyo,COL,A+,423,0.02600473,0.20567376,0.28030303,0.30120482,0.40656566,0.12626263,0.33660131,50.2651768,-3.092029932,0.314926865,94.20503785,0.13043478,0.50501672,0.36454849,0.34862385,0.48447205,0.23291925,0.2826087,0.16329588,1335,3.156028369
Robert Neustrom,BAL,AAA,409,0.07090465,0.16870416,0.23097826,0.29656863,0.4076087,0.17663044,0.24305556,45.0959106,-8.348836985,0.310750695,84.3785641,0.17275748,0.3986711,0.42857143,0.31782946,0.44299674,0.22149837,0.33550489,0.09412508,1583,3.870415648
Coco Montes,COL,"AA,AAA",539,0.11131725,0.26716141,0.27078891,0.36178108,0.47547974,0.20469083,0.3485342,85.59563298,8.031169823,0.363277981,110.1153658,0.25460123,0.32515337,0.4202454,0.15328467,0.43730887,0.2293578,0.33333333,0.13386194,2144,3.977736549
David Fry,CLE,AAA,479,0.08141962,0.19206681,0.25592417,0.32914046,0.45023697,0.1943128,0.28526646,65.57204066,2.980270262,0.342186156,104.7614411,0.18484848,0.42727273,0.38787879,0.2890625,0.52662722,0.22781065,0.24556213,0.12305026,1731,3.613778706
Brandon Lockridge,NYY,AA,464,0.07758621,0.26939655,0.22966507,0.29956897,0.37799043,0.14832536,0.29078014,49.68242525,-8.298878919,0.302651842,85.68697438,0.16551724,0.43448276,0.4,0.19827586,0.45454545,0.27946128,0.26599327,0.16656822,1693,3.648706897
Cobie Fletcher-Vance,MIA,AA,436,0.06422018,0.15366972,0.24303797,0.30045872,0.32405063,0.08101266,0.27878788,37.57998225,-19.33524266,0.287608673,66.02799569,0.18322981,0.40993789,0.4068323,0.16030534,0.4024024,0.27327327,0.32432432,0.1162492,1557,3.571100917
Kendall Simmons,PHI,"A,A+",379,0.08443272,0.2585752,0.21856287,0.30319149,0.38023952,0.16167665,0.27111111,43.47493661,-2.174810963,0.319545655,94.75610095,0.20264317,0.36123348,0.43612335,0.3030303,0.49159664,0.22268908,0.28571429,0.11986301,1460,3.852242744
Devin Mann,LAD,"AA,AAA",451,0.14190687,0.19068736,0.264,0.38,0.464,0.2,0.30072464,75.18263694,10.66222215,0.37679583,116.6161353,0.23508772,0.35438596,0.41052632,0.20512821,0.46875,0.27083333,0.26041667,0.07294502,1837,4.073170732
George Valera,CLE,"AA,AAA",566,0.13074205,0.25618375,0.25,0.35335689,0.46280992,0.21280992,0.30503145,86.5890118,14.83936104,0.359454885,120.9303129,0.19760479,0.4251497,0.37724551,0.25396825,0.44281525,0.25513196,0.30205279,0.13056769,2290,4.045936396
Trey Harris,WSN,AA,373,0.06970509,0.20911528,0.24096386,0.31989247,0.32831325,0.08734939,0.3,37.83706859,-10.00045809,0.301489316,79.00489997,0.20318725,0.51394422,0.28286853,0.30985915,0.38188976,0.22834646,0.38976378,0.12935323,1407,3.772117962
Ronny Mauricio,NYM,AA,541,0.04436229,0.2310536,0.25933202,0.29574861,0.47151277,0.21218075,0.29281768,70.64500868,3.041807055,0.33119858,104.4995015,0.17585302,0.43832021,0.38582677,0.23129252,0.45897436,0.25897436,0.28205128,0.14885892,1928,3.563770795
Luis Verdugo,CHC,A+,422,0.10900474,0.16587678,0.26902174,0.35154394,0.38858696,0.11956522,0.31649832,56.88016893,4.825024976,0.341035243,109.2690647,0.18027211,0.41836735,0.40136054,0.23728814,0.41176471,0.26797386,0.32026144,0.0877193,1653,3.917061611
D'Shawn Knowles,LAA,"A,A+",530,0.10566038,0.26226415,0.26200873,0.3467433,0.33406114,0.07205241,0.36875,66.02906948,-4.373839367,0.3219054,91.64275773,0.17571885,0.5686901,0.25559105,0.2,0.45757576,0.20909091,0.33333333,0.12998102,2108,3.977358491
Anthony Seigler,NYY,"A,A+",417,0.21822542,0.19664269,0.23566879,0.40527578,0.36942675,0.13375796,0.28755365,65.78601503,13.03581866,0.371117105,125.285308,0.30084746,0.31355932,0.38559322,0.10989011,0.44583333,0.26666667,0.2875,0.06643952,1761,4.223021583
Leandro Emiliani,WSN,"A,A+",380,0.09210526,0.25789474,0.22848665,0.31052632,0.41543027,0.18694362,0.28070175,49.06034474,-0.23324901,0.334084295,99.51617569,0.17446809,0.44680851,0.3787234,0.25842697,0.39419087,0.21576763,0.39004149,0.13293253,1497,3.939473684
Carlos De La Cruz,PHI,"A+,AA",403,0.06699752,0.29776675,0.27123288,0.3325062,0.48219178,0.2109589,0.35497835,61.24442826,9.89255059,0.359560932,119.26241,0.17427386,0.47302905,0.3526971,0.23529412,0.49186992,0.2601626,0.24796748,0.17540323,1488,3.692307692
Jonathan Ornelas,TEX,AA,580,0.07758621,0.20862069,0.29904762,0.35986159,0.4247619,0.12571428,0.36479592,83.44379288,1.455114003,0.35317011,101.7747743,0.26075949,0.48101266,0.25822785,0.25490196,0.39608802,0.2591687,0.34474328,0.10999544,2191,3.777586207
Addison Barger,TOR,"A+,AA,AAA",526,0.09125475,0.24904943,0.30835118,0.378327,0.55460385,0.24625267,0.37579618,100.6495615,34.37048549,0.404922452,151.7405717,0.2172619,0.36904762,0.41369048,0.28057554,0.49107143,0.20535714,0.30357143,0.12615684,2053,3.903041825
CJ Alexander,KCR,AA,490,0.05306122,0.22653061,0.26373626,0.30204082,0.47692308,0.21318682,0.29141104,62.7519079,-3.387327552,0.336217731,94.81534973,0.20175439,0.32748538,0.47076023,0.2484472,0.45689655,0.24137931,0.30172414,0.1318328,1866,3.808163265
Chase Calabuig,OAK,AA,434,0.10829493,0.12903226,0.31315789,0.39400922,0.43684211,0.12368422,0.353125,72.70753578,11.35738642,0.379983467,118.5124022,0.23824451,0.50470219,0.25705329,0.1097561,0.38390093,0.22600619,0.39009288,0.06113537,1603,3.693548387
Daniel Schneemann,CLE,"AA,AAA",444,0.10585586,0.22747748,0.20155039,0.28344671,0.28682171,0.08527132,0.25087108,33.00609911,-22.52170729,0.263068382,59.53764058,0.19366197,0.45774648,0.34859155,0.23232323,0.45608108,0.17905405,0.36486486,0.10172414,1740,3.918918919
Drew Avans,LAD,AAA,504,0.12103175,0.25595238,0.28240741,0.37924152,0.42592593,0.14351852,0.38720539,78.41015042,4.686334381,0.360177421,106.3566085,0.24414716,0.48160535,0.27424749,0.23170732,0.3713355,0.28013029,0.3485342,0.10541586,2068,4.103174603
Josh Stowers,TEX,AA,419,0.11694511,0.28162291,0.22191011,0.33093525,0.37359551,0.1516854,0.3,50.00069515,-9.229057346,0.325365223,84.41820714,0.21030043,0.31759657,0.472103,0.30909091,0.39834025,0.29460581,0.30705394,0.14860864,1689,4.031026253
Jarryd Dale,SDP,"A+,AAA",552,0.14311594,0.24818841,0.1991342,0.31818182,0.27922078,0.08008658,0.26993865,51.4359801,-17.41160037,0.289067918,74.8088332,0.13190184,0.44478528,0.42331288,0.1884058,0.42215569,0.2245509,0.35329341,0.11878453,2172,3.934782609
Chris Williams,MIN,"AA,AAA",495,0.12727273,0.29090909,0.2464455,0.34279919,0.5,0.2535545,0.296875,77.7379483,9.656634169,0.366621346,113.3988345,0.21071429,0.30714286,0.48214286,0.26666667,0.51245552,0.25622776,0.23131673,0.1404878,2050,4.141414141
Davis Bradshaw,MIA,"A+,AA",375,0.07733333,0.14933333,0.30395137,0.37398374,0.37386018,0.06990881,0.36131387,52.0854964,5.10216868,0.347136572,110.8720523,0.18014706,0.56617647,0.25367647,0.20289855,0.37857143,0.21428571,0.40714286,0.09217264,1367,3.645333333
Everson Pereira,NYY,"A+,AA",448,0.09598214,0.27678571,0.27680798,0.35044643,0.46882793,0.19201995,0.36742424,69.86567888,12.54446618,0.364905394,121.9402457,0.20220588,0.49632353,0.30147059,0.19512195,0.46236559,0.25806452,0.27956989,0.1688166,1783,3.979910714
Grant Witherspoon,TBR,"AA,AAA",471,0.0955414,0.23779193,0.26555024,0.34255319,0.46650718,0.20095694,0.32302405,69.1052504,7.586758327,0.356324316,112.3349875,0.15946844,0.51495017,0.3255814,0.08163265,0.44660194,0.24919094,0.30420712,0.12388393,1792,3.804670913
Andrew Moritz,ATL,"A+,AA",370,0.11891892,0.19189189,0.28301887,0.37127371,0.36163522,0.07861635,0.35341365,48.82973991,0.569515105,0.341697823,101.2261584,0.2122449,0.50612245,0.28163265,0.17391304,0.38888889,0.21428571,0.3968254,0.07296137,1631,4.408108108
Jordan Qsar,TBR,"AA,AAA",411,0.10705596,0.38199513,0.22714681,0.32116788,0.45152355,0.22437674,0.34759358,54.16896921,0.505065171,0.340388143,100.9495526,0.1980198,0.35643564,0.44554455,0.17777778,0.44607843,0.28431373,0.26960784,0.1537123,1724,4.194647202
Raynel Delgado,CLE,"A+,AA",391,0.11764706,0.19181586,0.24085366,0.34883721,0.34756098,0.10670732,0.29482072,47.79940071,-0.830145993,0.322776,98.36848396,0.19367589,0.46245059,0.34387352,0.20689655,0.45,0.23076923,0.31923077,0.09103261,1472,3.764705882
Yorlis Rodriguez,SFG,A,459,0.03921569,0.19825708,0.2575406,0.29102845,0.42459397,0.16705337,0.28963415,53.52348295,-14.24667169,0.319625747,78.97795606,0.1686747,0.33433735,0.49698795,0.30909091,0.52890173,0.21387283,0.25722543,0.15929779,1538,3.350762527
DaShawn Keirsey Jr.,MIN,AA,468,0.06837607,0.23076923,0.27058824,0.32905983,0.39529412,0.12470588,0.34394904,56.96814618,-9.188236087,0.328077587,86.11133836,0.26984127,0.49206349,0.23809524,0.16,0.41486068,0.19195046,0.39318885,0.14060677,1714,3.662393162
Max Schuemann,OAK,"AA,AAA",408,0.1372549,0.24509804,0.27384615,0.40298507,0.42153846,0.14769231,0.36363636,68.94738226,11.07096498,0.381310281,119.4002876,0.2300885,0.40707965,0.36283186,0.2195122,0.48085106,0.21702128,0.30212766,0.12287105,1644,4.029411765
Nicholas Northcut,BOS,"A+,AA",428,0.05841121,0.35280374,0.21914358,0.27570093,0.49118388,0.2720403,0.26388889,55.96456866,1.154912544,0.334366703,101.8183445,0.15702479,0.30991736,0.53305785,0.1627907,0.50406504,0.27642276,0.2195122,0.21661538,1625,3.796728972
Grant Lavigne,COL,"A+,AA",524,0.12977099,0.25572519,0.28285078,0.37858509,0.42316258,0.1403118,0.37987013,82.53569664,16.72397633,0.363711085,125.3092981,0.1618123,0.49514563,0.34304207,0.16981132,0.39432177,0.21451104,0.39116719,0.14005736,2092,3.992366412
Logan Porter,KCR,"AA,AAA",473,0.18393235,0.21775899,0.30107527,0.44186047,0.47580645,0.17473118,0.38076923,94.62573794,29.32301007,0.416759689,145.0381568,0.22140221,0.39852399,0.3800738,0.21359223,0.45985401,0.22992701,0.31021898,0.09489051,1918,4.054968288
Willie MacIver,COL,"AA,AAA",419,0.09307876,0.27207637,0.22615804,0.30935252,0.39782016,0.17166212,0.28099174,48.731463,-4.116961573,0.314962207,93.13177304,0.152,0.452,0.396,0.19191919,0.4496124,0.26356589,0.28682171,0.15883807,1618,3.861575179
Connor Hollis,SDP,"AA,AAA",575,0.12521739,0.18608696,0.32854209,0.42482517,0.46406571,0.13552362,0.40482574,109.1100917,27.36103769,0.403995227,133.5868883,0.28116711,0.49071618,0.22811671,0.06976744,0.41253264,0.22715405,0.36031332,0.09683099,2272,3.951304348
Jake Slaughter,CHC,"A+,AA",470,0.1,0.22340426,0.28428928,0.38085106,0.51371571,0.22942643,0.32851986,83.77431258,23.02437558,0.396053833,137.6902946,0.17687075,0.41496599,0.40816327,0.14166667,0.44295302,0.30536913,0.25167785,0.12362637,1820,3.872340426
Wilderd Patino,ARI,"A,A+",418,0.0645933,0.26076555,0.28961749,0.3647343,0.43169399,0.1420765,0.38645418,66.80117719,6.805159943,0.367698918,111.2698928,0.168,0.56,0.272,0.19117647,0.41825095,0.28136882,0.30038023,0.17420213,1504,3.598086124
Parker Meadows,DET,"A+,AA",556,0.10071942,0.1942446,0.26954733,0.34594595,0.47325103,0.2037037,0.30327869,84.35282124,14.98284513,0.357490219,121.5875392,0.21485411,0.35809019,0.4270557,0.20496894,0.38242894,0.30490956,0.3126615,0.10078233,2173,3.908273381
Will Banfield,MIA,"A+,AA",415,0.03855422,0.22409639,0.22337662,0.25783133,0.36623377,0.14285715,0.25862069,34.2955196,-17.80159711,0.277490926,65.5456265,0.17288136,0.40338983,0.42372881,0.24,0.40199336,0.22591362,0.37209302,0.14764622,1402,3.378313253
Ezequiel Pagan,CHC,A,438,0.0913242,0.13013699,0.29166667,0.36635945,0.44270833,0.15104166,0.31661442,71.12460849,14.1633074,0.376314063,124.8647891,0.22360248,0.41304348,0.36335404,0.2991453,0.42261905,0.28571429,0.29166667,0.0785124,1694,3.867579909
Alex McKenna,HOU,"AA,AAA",430,0.12325581,0.29767442,0.23160763,0.3372093,0.35149864,0.11989101,0.33474576,49.39477115,-12.43247483,0.318976009,80.22100264,0.23333333,0.45,0.31666667,0.21052632,0.39419087,0.2406639,0.36514523,0.11389522,1756,4.08372093
Joe Gray Jr.,MIL,A+,527,0.09677419,0.33586338,0.19264069,0.27893738,0.35281385,0.16017316,0.26714801,49.34385504,-15.66339819,0.289428491,75.90515303,0.19512195,0.35191638,0.45296167,0.28461538,0.48630137,0.24657534,0.26712329,0.18135436,2156,4.091081594
Jordyn Adams,LAA,"A+,AA",485,0.08659794,0.2556701,0.23831776,0.31677019,0.3317757,0.09345794,0.32236842,49.92763702,-12.28853874,0.301046387,80.1897363,0.20136519,0.47440273,0.32423208,0.15789474,0.4,0.26229508,0.33770492,0.12452002,1823,3.758762887
Carlos Cortes,NYM,"AA,AAA",491,0.08553971,0.25254582,0.22323462,0.29531568,0.3690205,0.14578588,0.27922078,49.57316026,-12.45036553,0.296882218,80.53696352,0.15987461,0.35109718,0.48902821,0.19230769,0.39252336,0.28037383,0.3271028,0.101,2000,4.073319756
Connor Scott,PIT,AA,424,0.07783019,0.21698113,0.24736842,0.30787589,0.38947368,0.14210526,0.30526316,47.66906537,-5.313850504,0.309152006,89.97063409,0.17586207,0.40344828,0.42068966,0.2704918,0.45547945,0.22945205,0.31506849,0.13239075,1556,3.669811321
Cesar Salazar,HOU,"AA,AAA",417,0.06954436,0.17026379,0.26502732,0.3381295,0.44535519,0.18032787,0.28321678,58.02338376,-1.248212175,0.347786525,98.27656008,0.27574751,0.27906977,0.44518272,0.1641791,0.51986755,0.25496689,0.22516556,0.10295082,1525,3.657074341
Malcom Nunez,PIT,"AA,AAA",493,0.13995943,0.20892495,0.26201923,0.36713996,0.46634615,0.20432692,0.29152542,78.66103457,11.21876472,0.369915669,117.2055476,0.19047619,0.47301587,0.33650794,0.20754717,0.50625,0.24375,0.25,0.10014514,2067,4.192697769
Hunter Stovall,COL,AA,435,0.07816092,0.2091954,0.26717557,0.3255814,0.41984733,0.15267176,0.32542373,56.21187323,1.854400571,0.329547599,103.4114915,0.20598007,0.43521595,0.35880399,0.18518519,0.43506494,0.24675325,0.31818182,0.10018439,1627,3.740229885
Luken Baker,STL,AAA,513,0.07212476,0.25146199,0.22844828,0.28849903,0.39439655,0.16594827,0.26479751,52.43593224,-14.59867781,0.301256019,78.22217837,0.24188791,0.35988201,0.39823009,0.31111111,0.39766082,0.24561404,0.35672515,0.13814119,1969,3.838206628
Endy Rodriguez,PIT,"A+,AA,AAA",531,0.11299435,0.19020716,0.3231441,0.40677966,0.58951965,0.26637555,0.36498516,112.8678665,44.85818444,0.433777136,166.2119464,0.22841226,0.35376045,0.4178273,0.18,0.45730028,0.26721763,0.27548209,0.10184287,2062,3.883239171
Michael Helman,MIN,"AA,AAA",581,0.10499139,0.19277108,0.2578125,0.3373494,0.43164063,0.17382813,0.29090909,79.23655507,1.542051633,0.342118194,101.6848197,0.20812183,0.39593909,0.39593909,0.25,0.44665012,0.25310174,0.30024814,0.09646018,2260,3.889845095
Brice Turang,MIL,AAA,603,0.10779436,0.19568823,0.28571429,0.35986733,0.41165414,0.12593985,0.34152334,84.9208595,6.125791554,0.346832785,107.7743337,0.2251816,0.46973366,0.30508475,0.14285714,0.375,0.24278846,0.38221154,0.08477366,2430,4.029850746
Jaylen Palmer,NYM,A+,377,0.13262599,0.38992042,0.18412698,0.31830239,0.32380952,0.13968254,0.3081761,40.73446381,-7.928891885,0.307399299,83.7066479,0.20606061,0.44848485,0.34545455,0.14035088,0.54761905,0.23809524,0.21428571,0.15217391,1564,4.148541114
Ronny Simon,TBR,"A+,AA",473,0.05919662,0.20930233,0.26036866,0.3029661,0.47926267,0.21889401,0.2834891,63.54530994,2.258245387,0.341241979,103.6750339,0.18047337,0.42899408,0.39053254,0.29545455,0.50290698,0.23837209,0.25872093,0.13593932,1714,3.623678647
Juan Mora,CHC,A,354,0.07627119,0.19491525,0.26923077,0.34560907,0.41025641,0.14102564,0.32217573,51.44207956,5.404863609,0.354841713,111.7402052,0.22317597,0.51072961,0.26609442,0.24193548,0.51209677,0.19758065,0.29032258,0.09422492,1316,3.717514124
Diego Cartaya,LAD,"A,A+",445,0.14157303,0.26741573,0.25414365,0.38876404,0.50276243,0.24861878,0.31390135,82.16159333,23.30940291,0.40001033,139.4193804,0.22083333,0.29583333,0.48333333,0.22413793,0.50612245,0.28979592,0.20408163,0.14124294,1770,3.97752809
Gabriel Rodriguez,CLE,A+,361,0.09418283,0.19944598,0.271875,0.3434903,0.415625,0.14375,0.32098765,49.87991838,5.34933315,0.345279079,112.0127169,0.19277108,0.46586345,0.34136546,0.21176471,0.40873016,0.22222222,0.36904762,0.12267658,1345,3.725761773
Noelvi Marte,CIN,A+,520,0.11346154,0.20576923,0.27901786,0.37115385,0.45758929,0.17857143,0.32515337,85.79078347,20.5491047,0.373866638,131.5318675,0.20658683,0.4251497,0.36826347,0.30894309,0.54385965,0.27777778,0.17836257,0.10101523,1970,3.788461538
Antonio Gomez,NYY,A,370,0.09459459,0.27027027,0.25230769,0.33243243,0.36923077,0.11692308,0.33484163,45.29279325,1.476175749,0.331456901,103.3689861,0.19369369,0.51801802,0.28828829,0.109375,0.44298246,0.21052632,0.34649123,0.15130674,1454,3.92972973
Eduardo Garcia,MIL,"A,A+",480,0.03958333,0.3375,0.25884956,0.3,0.40707965,0.14823009,0.36956522,58.57908979,-3.121171089,0.32545779,94.85261275,0.19858156,0.43262411,0.36879433,0.16346154,0.4912892,0.2195122,0.28919861,0.20290698,1720,3.583333333
Kevin Alcantara,CHC,A,495,0.11111111,0.24848485,0.27336449,0.35959596,0.45093458,0.17757009,0.34459459,79.67982425,15.3057511,0.374533196,123.7762664,0.23355263,0.43092105,0.33552632,0.17647059,0.41157556,0.27974277,0.30868167,0.16444444,1800,3.636363636
Alexander Ramirez,LAA,A,520,0.05961538,0.30769231,0.22947368,0.29038462,0.35157895,0.12210527,0.32580645,50.83316573,-25.94348005,0.298215599,66.20915151,0.20462046,0.48184818,0.31353135,0.29473684,0.4591195,0.22641509,0.31446541,0.1946344,1901,3.655769231
Juan Guerrero,COL,A,506,0.0770751,0.16798419,0.27373068,0.33465347,0.43708609,0.16335541,0.30470914,72.55297183,-2.156610409,0.350034334,97.11334163,0.175,0.43333333,0.39166667,0.34042553,0.5,0.24202128,0.25797872,0.1185226,1814,3.584980237
Warming Bernabel,COL,"A,A+",409,0.07579462,0.13691932,0.3133515,0.37009804,0.4986376,0.1852861,0.33443709,73.47724377,15.43376847,0.390225006,126.24444,0.19354839,0.39677419,0.40967742,0.28346457,0.47634069,0.22397476,0.29968454,0.11923077,1300,3.178484108
Angel Martinez,CLE,"A+,AA",434,0.11981567,0.17511521,0.27823691,0.37762238,0.47107438,0.19283747,0.31541219,72.46757422,18.76674179,0.380178596,134.993179,0.21034483,0.42758621,0.36206897,0.22857143,0.41610738,0.26845638,0.31543624,0.09863339,1683,3.877880184
Luisangel Acuna,TEX,"A+,AA",409,0.12469438,0.23471883,0.27731092,0.36919315,0.42577031,0.14845939,0.352,62.40309507,7.533965789,0.364475337,115.5318321,0.19291339,0.53937008,0.26771654,0.25,0.44401544,0.1969112,0.35907336,0.13580247,1539,3.762836186
Victor Bericoto,SFG,A,487,0.11704312,0.22176591,0.26477541,0.35318275,0.39479905,0.13002364,0.3257329,69.93376646,-1.970515259,0.350279456,97.25953001,0.17915309,0.48534202,0.33550489,0.12621359,0.43260188,0.27272727,0.29467085,0.1009667,1862,3.823408624
Dayan Frias,CLE,A,519,0.12524085,0.24855491,0.23927765,0.344294,0.32957111,0.09029346,0.32258065,64.74404301,-2.751197317,0.328965539,95.9238647,0.17741935,0.47741935,0.34516129,0.14018692,0.47634069,0.25236593,0.27129338,0.14058619,2013,3.878612717
Cristian Gonzalez,HOU,A+,445,0.06516854,0.28539326,0.22738386,0.28314607,0.34963325,0.12224939,0.30181818,41.67748699,-15.763344,0.289788149,72.55724938,0.2,0.45,0.35,0.29591837,0.41958042,0.23426573,0.34615385,0.1861058,1569,3.525842697
Frank Perez,HOU,CPX,152,0.10526316,0.38157895,0.18852459,0.34868421,0.36065574,0.17213115,0.31666667,21.7461979,1.56555398,0.354923709,107.7577008,0.18965517,0.34482759,0.46551724,0.22222222,0.54098361,0.27868852,0.18032787,0.37770898,323,2.125
Yohander Martinez,HOU,CPX,177,0.16949153,0.12429379,0.23529412,0.40112994,0.29411765,0.05882353,0.26315789,26.63171967,3.131890897,0.364382634,113.3272924,0.17857143,0.48214286,0.33928571,0.21052632,0.39830508,0.23728814,0.36440678,0.13939394,330,1.86440678
Isaac De Leon,BAL,"A,A+",457,0.16411379,0.3107221,0.22162162,0.35886214,0.35405405,0.13243243,0.32888889,63.00508483,3.627074081,0.345550473,106.0629084,0.19213974,0.43231441,0.37554585,0.22093023,0.40598291,0.26068376,0.33333333,0.1471361,1903,4.164113786
Jonatan Clase,SEA,A,499,0.13026052,0.26653307,0.26713948,0.37349398,0.46335697,0.19621749,0.35842294,86.10690736,12.43085689,0.383165283,116.8723171,0.17605634,0.39788732,0.42605634,0.14049587,0.43835616,0.28767123,0.2739726,0.13389562,1897,3.801603206
Noelberth Romero,BAL,A,418,0.07177033,0.1937799,0.22976501,0.28708134,0.34725849,0.11749348,0.26689189,41.96201772,-12.39831072,0.29832003,77.19235503,0.15384615,0.41137124,0.43478261,0.36923077,0.47058824,0.20915033,0.32026144,0.12842809,1495,3.576555024
Luis Pineda,CHW,CPX,153,0.05228758,0.26797386,0.26573427,0.30718954,0.40559441,0.13986014,0.32989691,19.62420735,-1.238205346,0.329468907,94.06489861,0.11764706,0.43137255,0.45098039,0.19565217,0.37864078,0.26213592,0.3592233,0.33691756,279,1.823529412
Ricardo Balogh,HOU,CPX,191,0.05759162,0.2617801,0.27683616,0.31413613,0.33898305,0.06214689,0.37692308,21.34441155,-4.014160741,0.314865026,84.17039928,0.26666667,0.475,0.25833333,0.16129032,0.37903226,0.27419355,0.34677419,0.32515337,326,1.706806283
Brainer Bonaci,BOS,A,494,0.18016194,0.18016194,0.26196474,0.39676113,0.38539043,0.12342569,0.31921824,80.5863567,16.34233218,0.3772517,125.4379023,0.24437299,0.4437299,0.31189711,0.18556701,0.33757962,0.27707006,0.38535032,0.08090775,2027,4.103238866
Jose Ramos,LAD,"A,A+",545,0.10458716,0.31009174,0.24894515,0.33944954,0.47890295,0.2299578,0.32746479,85.3588894,14.77870616,0.366473124,120.4466737,0.19078947,0.40789474,0.40131579,0.13934426,0.45806452,0.25483871,0.28709677,0.17379051,2129,3.906422018
Alexander Vargas,NYY,A,431,0.0812065,0.28538283,0.20308483,0.27146172,0.31105398,0.10796915,0.27099237,34.69649443,-16.3439438,0.276323174,67.97844147,0.18992248,0.40310078,0.40697674,0.33333333,0.48120301,0.23308271,0.28571429,0.15325444,1690,3.921113689
Jesus Parra,MIL,CPX,155,0.0516129,0.30322581,0.2173913,0.27741935,0.37681159,0.15942029,0.29347826,15.56492618,-5.570197791,0.295248428,73.64483029,0.18478261,0.36956522,0.44565217,0.24390244,0.61052632,0.21052632,0.17894737,0.4047619,294,1.896774194
Euribiel Angeles,OAK,A+,388,0.04381443,0.14948454,0.27823691,0.31606218,0.35261708,0.07438017,0.32459016,41.85027699,-6.010850624,0.307272042,87.44105932,0.21523179,0.43377483,0.35099338,0.37735849,0.44012945,0.21682848,0.34304207,0.07722309,1282,3.304123711
Marcos Cabrera,NYY,A,390,0.11794872,0.37948718,0.1958457,0.3,0.35905045,0.16320475,0.29378531,42.14697151,-4.038111807,0.312587544,91.25667528,0.20218579,0.40983607,0.38797814,0.22535211,0.52105263,0.21052632,0.26842105,0.20529374,1549,3.971794872
Dariel Lopez,PIT,A+,420,0.05,0.2547619,0.28644501,0.32935561,0.47570332,0.18925831,0.34831461,63.07805358,8.864235562,0.358962254,116.3505097,0.23928571,0.51428571,0.24642857,0.20289855,0.44444444,0.23263889,0.32291667,0.13951936,1498,3.566666667
Leandro Pineda,PHI,"A,A+",369,0.10569106,0.26287263,0.2056962,0.30081301,0.33860759,0.13291139,0.27802691,36.47007378,-7.974126433,0.300380103,82.75739024,0.24090909,0.37727273,0.38181818,0.1547619,0.51754386,0.24122807,0.24122807,0.15025529,1371,3.715447154
Jesus Rodriguez,NYY,CPX,152,0.09868421,0.09210526,0.34848485,0.43421053,0.57575758,0.22727273,0.36842105,35.5715657,15.39092178,0.471272022,176.2657616,0.17757009,0.47663551,0.34579439,0.13513514,0.53097345,0.17699115,0.2920354,0.116,250,1.644736842
