Name,Team,Level,PA,BB%,K%,AVG,OBP,SLG,ISO,BABIP,wRC,wRAA,wOBA,wRC+,LD%,GB%,FB%,IFFB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,Pitches/PA
Fraymi De Leon,BOS,DSL,214,0.09813084,0.28504673,0.21787709,0.33175355,0.26815642,0.05027933,0.31623932,23.55679432,-7.034250229,0.315917229,77.00552454,0.14953271,0.48598131,0.36448598,0.35897436,0.53571429,0.29464286,0.16964286,0.3625,400,1.869158879
Edwin Sanchez,LAD,DSL,167,0.17964072,0.20958084,0.234375,0.39520958,0.40625,0.171875,0.27472527,29.49610545,5.623654801,0.397792518,123.5570905,0.20930233,0.3372093,0.45348837,0.20512821,0.53846154,0.18681319,0.27472527,0.22929936,314,1.880239521
Enzo Paulino,TBR,DSL,219,0.09589041,0.1826484,0.25906736,0.33789954,0.3626943,0.10362694,0.31372549,29.10130406,-2.204484521,0.343974967,92.95822076,0.19047619,0.47619048,0.33333333,0.18367347,0.46979866,0.20805369,0.32214765,0.29526462,359,1.639269406
David Beckles,NYY,DSL,209,0.14832536,0.27751196,0.27586207,0.38755981,0.39655172,0.12068965,0.38053097,35.41861076,5.542310248,0.388987515,118.5508586,0.20869565,0.47826087,0.31304348,0.16666667,0.40677966,0.22881356,0.36440678,0.33179724,434,2.076555024
Gregori Cano,TOR,DSL,173,0.19653179,0.29479769,0.25735294,0.41040462,0.33823529,0.08088235,0.39285714,29.25685687,4.526713385,0.388554106,118.3044364,0.33333333,0.40740741,0.25925926,0.19047619,0.38095238,0.32142857,0.29761905,0.33519553,358,2.069364162
Jerffson Pena,PHI,DSL,186,0.1344086,0.32795699,0.23717949,0.36021505,0.37820513,0.14102564,0.36956522,28.34846266,1.759984695,0.368002279,106.619351,0.20652174,0.38043478,0.41304348,0.15789474,0.46808511,0.24468085,0.28723404,0.36061381,391,2.102150538
Jose Liriano,BOS,DSL,174,0.12068966,0.20689655,0.22818792,0.32183908,0.32885906,0.10067114,0.28070175,19.99220674,-4.880885553,0.321846735,80.3768446,0.16346154,0.44230769,0.39423077,0.29268293,0.41666667,0.27777778,0.30555556,0.27974277,311,1.787356322
Modeifi Marte,ARI,DSL,208,0.08173077,0.11057692,0.3038674,0.38461538,0.48618785,0.18232045,0.31372549,39.70090197,9.96755026,0.415320874,133.5231304,0.20689655,0.47586207,0.31724138,0.23913043,0.54545455,0.14285714,0.31168831,0.178125,320,1.538461538
Claudio Simon,BOS,DSL,170,0.09411765,0.26470588,0.21088435,0.31764706,0.27210884,0.06122449,0.2970297,17.59773242,-6.703564653,0.307843,72.41478661,0.15730337,0.60674157,0.23595506,0.33333333,0.38461538,0.21978022,0.3956044,0.31944444,288,1.694117647
Marcos Torres,TEX,DSL,218,0.11926606,0.19724771,0.28176796,0.39449541,0.4640884,0.18232044,0.3358209,41.4679571,10.30511733,0.414521456,133.068608,0.1641791,0.40298507,0.43283582,0.29310345,0.48920863,0.16546763,0.34532374,0.29095355,409,1.876146789
Alain Camou,SDP,DSL,240,0.1375,0.09166667,0.33333333,0.42677824,0.44278607,0.10945274,0.36464088,48.02011225,13.71239874,0.426657661,139.9688505,0.21176471,0.40588235,0.38235294,0.18461538,0.49431818,0.26136364,0.24431818,0.14108911,404,1.683333333
Eduardo Oviedo,PIT,DSL,181,0.07734807,0.3038674,0.17721519,0.27624309,0.28481013,0.10759494,0.24,15.35453716,-10.51919678,0.284854183,59.34411012,0.14736842,0.48421053,0.36842105,0.31428571,0.45454545,0.21212121,0.33333333,0.36231884,345,1.906077348
Kendry Chirinos,TOR,DSL,177,0.19774011,0.27118644,0.18045113,0.37288136,0.27819549,0.09774436,0.26744186,24.47059041,-0.831348307,0.350581173,96.71429009,0.18987342,0.46835443,0.34177215,0.11111111,0.45238095,0.27380952,0.27380952,0.32697548,367,2.073446328
Pedro Hernandez,CLE,DSL,162,0.18518519,0.18518519,0.25581395,0.40740741,0.27906977,0.02325582,0.33333333,24.97746966,1.819763038,0.370181056,107.8581315,0.13043478,0.4673913,0.40217391,0.27027027,0.36458333,0.25,0.38541667,0.20496894,322,1.987654321
Carlos Pacheco,OAK,DSL,212,0.18396226,0.20283019,0.18292683,0.35849057,0.22560976,0.04268293,0.24390244,24.88037685,-5.424770079,0.324876572,82.09950907,0.20512821,0.45299145,0.34188034,0.4,0.50413223,0.23966942,0.25619835,0.22580645,434,2.047169811
Yosander Asencio,BOS,DSL,202,0.22772277,0.25742574,0.28,0.45771144,0.38,0.1,0.42424242,41.16224679,12.28658792,0.431197379,142.5499829,0.13414634,0.54878049,0.31707317,0.11538462,0.43820225,0.16853933,0.39325843,0.28832952,437,2.163366337
Adrian Reyes,CIN,DSL,171,0.16374269,0.32748538,0.1971831,0.33333333,0.35915493,0.16197183,0.30120482,22.95153874,-1.492707133,0.345619805,93.89342122,0.19753086,0.39506173,0.40740741,0.33333333,0.57831325,0.15662651,0.26506024,0.38274933,371,2.169590643
Alberto Mendez,CLE,DSL,167,0.19161677,0.26347305,0.2556391,0.40718563,0.36090226,0.10526316,0.36781609,28.88330887,5.010858218,0.393277725,120.9901291,0.25,0.34722222,0.40277778,0.4137931,0.37333333,0.25333333,0.37333333,0.28387097,310,1.856287425
Ronny Ugarte,COL,DSL,190,0.11052632,0.2,0.27329193,0.37368421,0.51552795,0.24223602,0.31355932,36.60025864,9.439985443,0.417490298,134.7565924,0.1965812,0.47863248,0.32478632,0.10526316,0.50819672,0.2295082,0.26229508,0.27536232,345,1.815789474
Misael Mojica,WSN,DSL,218,0.1559633,0.27522936,0.23255814,0.38073394,0.36046512,0.12790698,0.33035714,34.55905193,3.396212155,0.375528087,110.8982756,0.22727273,0.51818182,0.25454545,0.10714286,0.55855856,0.20720721,0.23423423,0.32786885,427,1.958715596
Aroon Escobar,PHI,DSL,186,0.12903226,0.13978495,0.23776224,0.38918919,0.34265734,0.1048951,0.26271186,29.60542621,3.016948244,0.376317001,111.3468257,0.19827586,0.35344828,0.44827586,0.30769231,0.43333333,0.18333333,0.38333333,0.19393939,330,1.774193548
Carlos Sanchez,CIN,DSL,182,0.21978022,0.15384615,0.35507246,0.50549451,0.44202899,0.08695653,0.43119266,43.97233747,17.95565473,0.477745906,169.0159268,0.20952381,0.62857143,0.16190476,0.11764706,0.36363636,0.2,0.43636364,0.16298343,362,1.989010989
Nolan Beltran,PHI,DSL,187,0.1657754,0.09625668,0.2260274,0.3715847,0.2739726,0.0479452,0.25384615,24.94815342,-1.783273357,0.344626965,93.32892564,0.12903226,0.60483871,0.26612903,0.27272727,0.3255814,0.15503876,0.51937984,0.12269939,326,1.743315508
Ruben Santana,ARI,DSL,163,0.15337423,0.20245399,0.31578947,0.43558282,0.43609023,0.12030076,0.41,33.25030561,9.949650189,0.431463271,142.7011602,0.24731183,0.37634409,0.37634409,0.37142857,0.45,0.26,0.29,0.25083612,299,1.834355828
Moises Molero,CLE,DSL,195,0.12307692,0.23076923,0.21472393,0.32307692,0.26380368,0.04907975,0.28099174,19.99157291,-7.883444314,0.306618546,71.7186029,0.17821782,0.48514851,0.33663366,0.23529412,0.59433962,0.19811321,0.20754717,0.2972973,333,1.707692308
Dario Laverde,LAA,DSL,181,0.1160221,0.10497238,0.29801325,0.40331492,0.40397351,0.10596026,0.3358209,32.07163983,6.197905892,0.398491365,123.9544316,0.26829268,0.38211382,0.3495935,0.37209302,0.408,0.256,0.336,0.18118467,287,1.585635359
Kelvin HIdalgo,COL,DSL,257,0.10116732,0.19455253,0.2690583,0.35797665,0.41704036,0.14798206,0.32352941,40.27042984,3.532586626,0.373272215,109.6156614,0.21301775,0.46745562,0.31952663,0.27777778,0.42690058,0.22807018,0.34502924,0.2869379,467,1.817120623
Capri Ortiz,LAA,DSL,213,0.0657277,0.24413146,0.2408377,0.3047619,0.36125654,0.12041884,0.31884058,24.86107105,-5.587024689,0.324087132,81.65065974,0.19834711,0.43801653,0.36363636,0.45454545,0.63779528,0.14173228,0.22047244,0.3434903,361,1.694835681
Rafael Ramirez,CLE,DSL,200,0.125,0.17,0.24705882,0.36,0.36470588,0.11764706,0.29850746,29.6825511,1.092789841,0.363082822,103.8223119,0.1300813,0.42276423,0.44715447,0.23636364,0.52755906,0.22047244,0.2519685,0.20118343,338,1.69
Derek Bernard,COL,DSL,241,0.08713693,0.27385892,0.30841121,0.37656904,0.43925234,0.13084113,0.42758621,42.04956627,7.598903951,0.395154766,122.0573523,0.22463768,0.53623188,0.23913043,0.09090909,0.32867133,0.23776224,0.43356643,0.3558952,458,1.900414938
Jancel Santana,BOS,DSL,179,0.10055866,0.31284916,0.18421053,0.30337079,0.28289474,0.09868421,0.27659574,17.87250269,-7.715333636,0.303327901,69.84765129,0.19753086,0.35802469,0.44444444,0.33333333,0.51807229,0.12048193,0.36144578,0.39308176,318,1.776536313
Yerald Nin,ARI,DSL,190,0.11578947,0.21578947,0.23030303,0.32631579,0.33333333,0.1030303,0.28688525,23.17060901,-3.989664181,0.330524376,85.31066255,0.19327731,0.41176471,0.39495798,0.27659574,0.50819672,0.18852459,0.30327869,0.2917847,353,1.857894737
Estuar Suero,SDP,DSL,176,0.11931818,0.29545455,0.25,0.34659091,0.39473684,0.14473684,0.35714286,26.01799427,0.859004368,0.362365214,103.4143039,0.1875,0.42708333,0.38541667,0.18918919,0.45918367,0.20408163,0.33673469,0.35311573,337,1.914772727
Luis Baez,HOU,DSL,222,0.06306306,0.25225225,0.30541872,0.35135135,0.55172414,0.24630542,0.37588652,42.33667885,10.60204385,0.415119141,133.4084317,0.2,0.38461538,0.41538462,0.27777778,0.53333333,0.25925926,0.20740741,0.37172775,382,1.720720721
Natanael Yuten,BOS,DSL,223,0.07623318,0.19282511,0.30653266,0.37387387,0.39698492,0.09045226,0.38461538,36.14255475,4.26497095,0.379891587,113.3792165,0.20289855,0.47101449,0.32608696,0.2,0.48571429,0.21428571,0.3,0.32664756,349,1.565022422
Axell De Paula,HOU,DSL,164,0.07317073,0.40243902,0.22377622,0.32317073,0.35664336,0.13286714,0.38356164,21.03186798,-2.411736255,0.338266549,89.71260464,0.21875,0.3125,0.46875,0.23333333,0.50704225,0.25352113,0.23943662,0.50621118,322,1.963414634
Yordalin Pena,STL,DSL,184,0.05434783,0.21195652,0.25748503,0.31521739,0.40718563,0.1497006,0.31496063,24.62583937,-1.676740984,0.345148028,93.62518444,0.1496063,0.41732283,0.43307087,0.23636364,0.54198473,0.21374046,0.24427481,0.34333333,300,1.630434783
Rafael Ramirez,HOU,DSL,164,0.09146341,0.24390244,0.15277778,0.25,0.25,0.09722222,0.18627451,10.08379365,-13.35981058,0.256130859,43.01298365,0.20879121,0.46153846,0.32967033,0.26666667,0.55434783,0.18478261,0.26086957,0.35231317,281,1.713414634
Manolfi Jimenez,PHI,DSL,186,0.06451613,0.15053763,0.24550898,0.2972973,0.34730539,0.10179641,0.27659574,19.56794716,-7.020530808,0.309919807,73.59558973,0.20149254,0.39552239,0.40298507,0.27777778,0.51079137,0.25179856,0.23741007,0.26501767,283,1.521505376
Juan Villavicencio,PHI,DSL,167,0.11976048,0.20958084,0.26573427,0.35757576,0.39160839,0.12587412,0.3364486,25.46060319,1.588152545,0.368060859,106.6526582,0.25,0.44,0.31,0.25806452,0.38888889,0.23148148,0.37962963,0.25,320,1.916167665
Roynier Hernandez,COL,DSL,242,0.15702479,0.1446281,0.24875622,0.36514523,0.29353234,0.04477612,0.29761905,32.09505883,-2.498552296,0.343675874,92.77741694,0.16666667,0.57692308,0.25641026,0.025,0.3006135,0.23312883,0.46625767,0.20898876,445,1.838842975
Enmanuel Tejeda,NYY,DSL,188,0.21808511,0.13297872,0.28873239,0.46276596,0.49295775,0.20422536,0.33333333,43.57952518,16.7051496,0.465687891,162.1601404,0.18018018,0.44144144,0.37837838,0.19047619,0.46956522,0.23478261,0.29565217,0.15363881,371,1.973404255
Andy Encarnacion,ARI,DSL,187,0.12299465,0.22459893,0.22641509,0.32620321,0.33333333,0.10691824,0.29411765,22.64761958,-4.083807191,0.32949048,84.72282372,0.1559633,0.41284404,0.43119266,0.34042553,0.52542373,0.25423729,0.22033898,0.28783383,337,1.802139037
Waner Luciano,HOU,DSL,214,0.1588785,0.19626168,0.22941176,0.38317757,0.42352941,0.19411765,0.26829268,37.6398152,7.04877065,0.39688647,123.0419417,0.19090909,0.31818182,0.49090909,0.31481481,0.44827586,0.28448276,0.26724138,0.2525,400,1.869158879
Mairoshendrick Martinus,LAD,DSL,211,0.09004739,0.22274882,0.26373626,0.33649289,0.46703297,0.20329671,0.30597015,33.33984761,3.177649483,0.374889516,110.5352053,0.21538462,0.4,0.38461538,0.18,0.57352941,0.22794118,0.19852941,0.35106383,376,1.781990521
Leiker Figueroa,ATL,DSL,187,0.10160428,0.20320856,0.21118012,0.31550802,0.25465839,0.04347827,0.27419355,18.15676227,-8.574664504,0.299942645,67.92290746,0.2173913,0.47826087,0.30434783,0.25714286,0.41129032,0.25,0.33870968,0.31831832,333,1.780748663
Jesus Baez,NYM,DSL,217,0.11981567,0.21198157,0.24193548,0.34101382,0.40322581,0.16129033,0.28148148,31.95839573,0.93850477,0.361681371,103.0254935,0.20472441,0.38582677,0.40944882,0.30769231,0.56296296,0.19259259,0.24444444,0.28211587,397,1.829493088
Jansel Luis,ARI,DSL,193,0.06217617,0.11917098,0.34482759,0.39896373,0.4137931,0.06896551,0.38815789,34.43204972,6.842930112,0.39998384,124.8030028,0.21232877,0.48630137,0.30136986,0.13636364,0.46308725,0.27516779,0.26174497,0.19366197,284,1.471502591
Daje Morales,PIT,DSL,190,0.16315789,0.21578947,0.21935484,0.36315789,0.33548387,0.11612903,0.2920354,27.35733479,0.197061596,0.357636213,100.7255509,0.19047619,0.4952381,0.31428571,0.15151515,0.34259259,0.18518519,0.47222222,0.27567568,370,1.947368421
Luis Lara,MIL,DSL,229,0.09170306,0.12227074,0.26,0.34061135,0.385,0.125,0.28901734,32.35598182,-0.379294823,0.354322224,98.84132696,0.14723926,0.41104294,0.44171779,0.26388889,0.40963855,0.23493976,0.35542169,0.18911175,349,1.524017467
Juan Perez,SFG,DSL,173,0.08092486,0.28901734,0.22222222,0.31213873,0.29411765,0.07189543,0.31,18.20450024,-6.525643252,0.309949715,73.61259446,0.16129032,0.5483871,0.29032258,0.11111111,0.46464646,0.18181818,0.35353535,0.39933993,303,1.751445087
Alexander Martinez,ATL,DSL,176,0.06818182,0.1875,0.24390244,0.29545455,0.33536585,0.09146341,0.29457364,18.4635853,-6.695404609,0.309554037,73.38762552,0.14634146,0.3902439,0.46341463,0.24561404,0.58778626,0.16030534,0.2519084,0.31271478,291,1.653409091
Victor Rodrigues,LAD,DSL,179,0.08379888,0.16201117,0.23717949,0.32402235,0.33974359,0.1025641,0.27559055,21.85585707,-3.731979254,0.330707932,85.41502608,0.24590164,0.40163934,0.35245902,0.37209302,0.49206349,0.21428571,0.29365079,0.21034483,290,1.620111732
Alessandro Duran,SFG,DSL,175,0.09142857,0.24,0.15584416,0.24,0.18181818,0.02597402,0.20869565,6.441227242,-18.57481386,0.225765741,25.74838767,0.17475728,0.45631068,0.36893204,0.23684211,0.51818182,0.22727273,0.25454545,0.29617834,314,1.794285714
Juan Baez,MIL,DSL,221,0.07692308,0.14027149,0.26767677,0.32579186,0.35858586,0.09090909,0.29761905,27.74055408,-3.851132108,0.334919644,87.80966586,0.18125,0.425,0.39375,0.36507937,0.51190476,0.18452381,0.30357143,0.19830028,353,1.597285068
Edwin Amparo,BAL,DSL,193,0.10362694,0.19170984,0.24698795,0.34196891,0.36144578,0.11445783,0.30232558,26.46702433,-1.122095284,0.349206742,95.93283403,0.15044248,0.57522124,0.27433628,0.22580645,0.50833333,0.14166667,0.35,0.26182965,317,1.642487047
Ricardo Gonzalez,TBR,DSL,190,0.09473684,0.16842105,0.25595238,0.33157895,0.38690476,0.13095238,0.2962963,26.00183071,-1.158442483,0.348858421,95.73479076,0.15789474,0.4887218,0.35338346,0.17021277,0.51111111,0.25185185,0.23703704,0.24148607,323,1.7
Reminton Batista,MIL,DSL,187,0.12299465,0.28342246,0.25157233,0.34759358,0.33333333,0.081761,0.36111111,23.87882355,-2.852603227,0.337591252,89.32865331,0.20192308,0.46153846,0.33653846,0.22857143,0.44036697,0.21100917,0.34862385,0.3856383,376,2.010695187
Gery Holguin,MIL,DSL,203,0.1773399,0.26108374,0.19135802,0.34975369,0.2345679,0.04320988,0.26851852,23.08627044,-5.932337238,0.320404402,79.55678197,0.15306122,0.42857143,0.41836735,0.29268293,0.55339806,0.17475728,0.27184466,0.30825243,412,2.02955665
Eduardo Guerrero,LAD,DSL,202,0.11386139,0.15841584,0.29651163,0.38118812,0.3372093,0.04069767,0.34965035,30.19687378,1.321214912,0.364407592,104.5755317,0.17777778,0.5037037,0.31851852,0.23255814,0.33093525,0.20143885,0.4676259,0.21492537,335,1.658415842
Angel Mateo,TBR,DSL,210,0.12857143,0.17142857,0.26900585,0.3952381,0.43274854,0.16374269,0.3,38.53119465,8.51194533,0.406231047,128.3549573,0.2,0.34615385,0.45384615,0.27118644,0.50746269,0.21641791,0.2761194,0.26771654,381,1.814285714
Nicandro Aybar,TBR,DSL,192,0.171875,0.15625,0.2611465,0.390625,0.3566879,0.0955414,0.31496063,31.08129272,3.635121914,0.379654735,113.2445504,0.2195122,0.51219512,0.26829268,0.18181818,0.390625,0.21875,0.390625,0.19685039,381,1.984375
Robert Gonzalez,ATL,DSL,240,0.10416667,0.2125,0.26415094,0.34166667,0.37264151,0.10849057,0.33540373,33.24732041,-1.0603931,0.35092393,96.90917,0.17307692,0.48076923,0.34615385,0.27777778,0.50931677,0.1863354,0.30434783,0.31447964,442,1.841666667
Fernando Peguero,BAL,DSL,171,0.09356725,0.15204678,0.20666667,0.29239766,0.26,0.05333333,0.24603175,14.44774599,-9.99649988,0.284433451,59.10489556,0.12711864,0.53389831,0.33898305,0.4,0.51639344,0.20491803,0.27868852,0.19863014,292,1.707602339
Roosbert Tapia,TBR,DSL,203,0.06403941,0.23152709,0.20967742,0.27227723,0.30107527,0.09139785,0.27007299,17.19310438,-11.8255033,0.284686112,59.24855035,0.1557377,0.48360656,0.36065574,0.43181818,0.58461538,0.16153846,0.25384615,0.31884058,345,1.699507389
Darlyn De Leon,CHC,DSL,171,0.12865497,0.23391813,0.1958042,0.32163743,0.25174825,0.05594405,0.26923077,17.23385463,-7.210391244,0.304480015,70.50270529,0.15841584,0.47524752,0.36633663,0.32432432,0.51923077,0.20192308,0.27884615,0.30678466,339,1.98245614
Yeremi Cabrera,TEX,DSL,172,0.15116279,0.16860465,0.17857143,0.32748538,0.28571429,0.10714286,0.21100917,19.60589084,-4.981303837,0.32072709,79.74025137,0.12121212,0.48484848,0.39393939,0.30769231,0.57943925,0.19626168,0.22429907,0.24683544,316,1.837209302
Aron Estrada,BAL,DSL,174,0.16666667,0.13218391,0.36764706,0.48275862,0.56617647,0.19852941,0.4122807,44.36490218,19.49180988,0.494189214,178.3650446,0.1682243,0.56074766,0.27102804,0.17241379,0.52252252,0.16216216,0.31531532,0.18811881,303,1.74137931
Jose Rodriguez,MIN,DSL,219,0.09589041,0.23744292,0.28947368,0.36073059,0.60526316,0.31578948,0.32307692,45.28661229,13.98082371,0.434906577,144.6589093,0.25954198,0.25954198,0.48091603,0.12698413,0.50735294,0.25735294,0.23529412,0.33333333,390,1.780821918
Alfredo Velasquez,BAL,DSL,181,0.0718232,0.06629834,0.29559748,0.37016575,0.40251572,0.10691824,0.31081081,29.17506688,3.301332938,0.378801447,112.759399,0.15107914,0.44604317,0.4028777,0.17857143,0.48591549,0.23239437,0.28169014,0.12863071,241,1.331491713
Jeral Perez,LAD,DSL,205,0.11707317,0.16585366,0.27840909,0.37073171,0.5,0.22159091,0.30147059,38.25948715,8.954981864,0.410106445,130.5583793,0.23703704,0.38518519,0.37777778,0.31372549,0.54929577,0.23943662,0.21126761,0.23398329,359,1.751219512
Marvin Alcantara,BOS,DSL,224,0.12946429,0.14732143,0.3015873,0.40625,0.3968254,0.0952381,0.35897436,40.29688235,8.276349739,0.401820045,125.8470084,0.20408163,0.44217687,0.3537415,0.19230769,0.49032258,0.23225806,0.27741935,0.19493671,395,1.763392857
Oswaldo Osorio,LAD,DSL,187,0.20855615,0.23529412,0.23913043,0.42780749,0.47101449,0.23188406,0.3,38.96289896,12.23147219,0.436837732,145.7568999,0.19148936,0.41489362,0.39361702,0.24324324,0.54639175,0.18556701,0.26804124,0.25742574,404,2.160427807
Raylin Ramos,BAL,DSL,181,0.08287293,0.1160221,0.28846154,0.35911602,0.41025641,0.12179487,0.3115942,28.1710369,2.297302959,0.371976392,108.8789,0.14728682,0.50387597,0.34883721,0.31111111,0.46969697,0.22727273,0.3030303,0.19852941,272,1.502762431
Jose Alpuria,ARI,DSL,165,0.11515152,0.31515152,0.17518248,0.31515152,0.24817518,0.0729927,0.27380952,16.27371997,-7.312833066,0.301829575,68.99575341,0.18181818,0.55844156,0.25974026,0.15,0.4875,0.25,0.2625,0.42857143,329,1.993939394
Narciso Polanco,TBR,DSL,218,0.16513761,0.23853211,0.25142857,0.3853211,0.37714286,0.12571429,0.33870968,35.68186048,4.519020708,0.381865139,114.5013123,0.25438596,0.44736842,0.29824561,0.02941176,0.38655462,0.20168067,0.41176471,0.26923077,442,2.027522936
Echedry Vargas,TEX,DSL,223,0.05829596,0.12107623,0.30102041,0.367713,0.51020408,0.20918367,0.32544379,41.77781307,9.900229272,0.410983468,131.0570253,0.15243902,0.36585366,0.48170732,0.30379747,0.57894737,0.1871345,0.23391813,0.2218845,329,1.475336323
Jose Contreras,TBR,DSL,211,0.11848341,0.30331754,0.22905028,0.33175355,0.32402235,0.09497207,0.3362069,25.75655938,-4.405638749,0.330670087,85.39350902,0.1559633,0.36697248,0.47706422,0.26923077,0.44642857,0.22321429,0.33035714,0.37889688,417,1.976303318
Jean Joseph,TOR,DSL,185,0.11891892,0.15135135,0.20382166,0.31521739,0.21656051,0.01273885,0.24615385,15.82211341,-10.62341575,0.28570713,59.82906718,0.15966387,0.4789916,0.36134454,0.20930233,0.5203252,0.17886179,0.30081301,0.24516129,310,1.675675676
Maximo Maria,ATL,DSL,180,0.18888889,0.32222222,0.20143885,0.37988827,0.34532374,0.14388489,0.31168831,28.25688383,2.5260987,0.373627066,109.8174179,0.21794872,0.38461538,0.3974359,0.19354839,0.59036145,0.15662651,0.25301205,0.33576642,411,2.283333333
Jefferson Rojas,CHC,DSL,169,0.09467456,0.10650888,0.30344828,0.39053254,0.40689655,0.10344827,0.3359375,28.90055328,4.742205016,0.390884945,119.629674,0.23140496,0.48760331,0.28099174,0.41176471,0.47580645,0.23387097,0.29032258,0.19157088,261,1.544378698
John Cruz,NYY,DSL,224,0.21428571,0.27678571,0.22485207,0.41071429,0.3964497,0.17159763,0.32038835,41.18675717,9.166224565,0.406707907,128.626084,0.26415094,0.21698113,0.51886792,0.25454545,0.54205607,0.21495327,0.24299065,0.29044834,513,2.290178571
Carlos Tirado,PIT,DSL,172,0.18023256,0.16860465,0.26515152,0.4244186,0.38636364,0.12121212,0.32038835,31.66005583,7.072861152,0.406954771,128.7664422,0.24,0.38,0.38,0.18421053,0.52380952,0.19047619,0.28571429,0.22530864,324,1.88372093
Franyerber Montilla,DET,DSL,216,0.17592593,0.28703704,0.21022727,0.35185185,0.35227273,0.14204546,0.30357143,30.53387236,-0.343069801,0.354405918,98.88891264,0.12844037,0.47706422,0.39449541,0.18604651,0.39823009,0.25663717,0.34513274,0.34188034,468,2.166666667
Jose Fernandez,TOR,DSL,160,0.14375,0.2375,0.19230769,0.33333333,0.26923077,0.07692308,0.26086957,17.96735497,-4.904454037,0.318645577,78.55677251,0.25301205,0.34939759,0.39759036,0.36363636,0.46590909,0.21590909,0.31818182,0.2852349,298,1.8625
Alberto Hernandez,HOU,DSL,193,0.10362694,0.13989637,0.23493976,0.33160622,0.34939759,0.11445783,0.26086957,24.82299386,-2.766125753,0.338726035,89.97385277,0.14754098,0.46721311,0.3852459,0.25531915,0.54545455,0.18939394,0.26515152,0.18892508,307,1.590673575
Lisandro Bonifacio,MIA,DSL,163,0.1595092,0.31288344,0.13740458,0.2962963,0.18320611,0.04580153,0.2125,12.00755769,-11.29309773,0.27111617,51.53313276,0.19178082,0.46575342,0.34246575,0.16,0.5974026,0.15584416,0.24675325,0.37393768,353,2.165644172
Toby Simmons,MIA,DSL,213,0.1314554,0.30985915,0.27222222,0.37558685,0.45,0.17777778,0.40178571,37.52723126,7.079135519,0.397252135,123.2498465,0.24528302,0.40566038,0.3490566,0.32432432,0.46428571,0.19642857,0.33928571,0.37268519,432,2.028169014
Ivan Sosa,KCR,DSL,203,0.07881773,0.25615764,0.18333333,0.25742574,0.27777778,0.09444445,0.24031008,14.29730201,-14.72130566,0.267030421,49.26942799,0.09482759,0.35344828,0.55172414,0.296875,0.44715447,0.2601626,0.29268293,0.36182336,351,1.729064039
Josue De Paula,LAD,DSL,223,0.14349776,0.13901345,0.34946237,0.44843049,0.52150538,0.17204301,0.39473684,51.54321737,19.66563357,0.464862946,161.6911046,0.24,0.42,0.34,0.15686275,0.41830065,0.24836601,0.33333333,0.17662338,385,1.726457399
Miguel Tamares,TBR,DSL,225,0.22666667,0.22222222,0.20238095,0.40178571,0.32738095,0.125,0.26956522,36.69916625,4.53568484,0.381162774,114.1019711,0.11818182,0.51818182,0.36363636,0.175,0.44642857,0.33928571,0.21428571,0.25826446,484,2.151111111
Cherif Neymour,MIA,DSL,172,0.0755814,0.36627907,0.19607843,0.27906977,0.30065359,0.10457516,0.32967033,15.30361682,-9.28357786,0.289951411,62.24222413,0.1744186,0.52325581,0.30232558,0.15384615,0.5,0.23863636,0.26136364,0.48305085,354,2.058139535
Erbin Jaque,CHC,DSL,166,0.06024096,0.31927711,0.21276596,0.3313253,0.31205674,0.09929078,0.3255814,20.33411222,-3.39538962,0.331193797,85.69127307,0.10843373,0.62650602,0.26506024,0.04545455,0.56179775,0.19101124,0.24719101,0.43887147,319,1.921686747
Sandro Gaston,HOU,DSL,169,0.13017751,0.24260355,0.31914894,0.42011834,0.68794326,0.36879432,0.36666667,43.5977353,19.43938704,0.497885342,180.4665403,0.2183908,0.27586207,0.50574713,0.20454545,0.51612903,0.23655914,0.24731183,0.30463576,302,1.786982249
Luis Torres,LAA,DSL,229,0.07423581,0.15283843,0.34482759,0.40611354,0.57142857,0.22660098,0.3803681,51.18478818,18.44951154,0.455486069,156.3597239,0.26315789,0.44736842,0.28947368,0.25,0.5308642,0.2345679,0.2345679,0.23906706,343,1.497816594
Erick Alvarez,TEX,DSL,208,0.07211538,0.125,0.29411765,0.36538462,0.44385027,0.14973262,0.32484076,35.51077502,5.777423311,0.390535135,119.4433536,0.18421053,0.34868421,0.46710526,0.26760563,0.36645963,0.23602484,0.39751553,0.21981424,323,1.552884615
Guillermo Rodriguez,CHW,DSL,167,0.05389222,0.18562874,0.23717949,0.28742515,0.30769231,0.07051282,0.29032258,15.53546058,-8.336990074,0.294937135,65.0769408,0.20175439,0.36842105,0.42982456,0.34693878,0.39669421,0.32231405,0.28099174,0.3003663,273,1.634730539
Daniel Castro,HOU,DSL,168,0.10714286,0.23214286,0.20567376,0.33333333,0.34751773,0.14184397,0.25510204,22.15878828,-1.856611175,0.342762901,92.2690806,0.21111111,0.35555556,0.43333333,0.20512821,0.48421053,0.22105263,0.29473684,0.32404181,287,1.708333333
Juan Matheus,NYY,DSL,172,0.23837209,0.21511628,0.2519685,0.44186047,0.47244094,0.22047244,0.32183908,37.18147888,12.5942842,0.446451451,151.2229409,0.20454545,0.20454545,0.59090909,0.30769231,0.46067416,0.30337079,0.23595506,0.23958333,384,2.23255814
